index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Company,Spec_Score,usb_port
988,coocaa,FALSE,TRUE,29999,4.05,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,35,1
989,sansui,FALSE,FALSE,12390,4.35,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
990,acerpure,TRUE,FALSE,45999,4.7,65,qled,3840,2160,TRUE,24,,,TRUE,flipkart,55,2
991,wobble,TRUE,FALSE,32999,4,55,led,3840,2160,TRUE,20,,,TRUE,amazon,48,2
992,wobble,TRUE,FALSE,28999,4.3,50,led,3840,2160,TRUE,20,,,TRUE,amazon,47,2
993,sony,TRUE,FALSE,246999,4.5,85,led,3840,2160,TRUE,20,,16,TRUE,flipkart,73,2
994,bpl,TRUE,FALSE,41074,4,50,led,3840,2160,TRUE,32,,,TRUE,flipkart,44,2
995,samsung,TRUE,FALSE,29990,4.3,43,led,3840,2160,TRUE,20,,,TRUE,amazon,50,2
996,marq,FALSE,FALSE,5299,4,24,led,,768,FALSE,20,,,TRUE,flipkart,18,2
997,bazeegar,TRUE,FALSE,20999,4.25,43,qled,3840,2160,TRUE,24,,,FALSE,amazon,44,
998,sony,TRUE,FALSE,143990,4.35,75,led,3840,2160,TRUE,20,,16,TRUE,amazon,71,2
999,wobble,TRUE,FALSE,31999,4,50,qled,3840,2160,TRUE,20,2,16,TRUE,amazon,52,2
1000,skylive,FALSE,FALSE,15681,4.2,40,led,,768,TRUE,20,,,TRUE,flipkart,34,3
