index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Company,Spec_Score,usb_port
492,iffalcon,TRUE,FALSE,29999,4.7,50,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,48,1
493,haier,TRUE,FALSE,63490,4.5,65,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,59,2
494,samsung,TRUE,FALSE,41490,4.1,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,54,1
495,croma,TRUE,FALSE,23990,4.25,43,led,3840,2160,TRUE,20,2,32,TRUE,croma,46,2
496,samsung,FALSE,FALSE,17498,4.6,32,led,,768,FALSE,20,,,TRUE,flipkart,33,1
497,haier,TRUE,FALSE,89999,4.5,55,miniled,3840,2160,TRUE,34,3,32,TRUE,flipkart,73,2
498,haier,TRUE,FALSE,34590,4,43,qled,3840,2160,TRUE,24,2,32,TRUE,amazon,53,2
499,samsung,TRUE,FALSE,39999,4.65,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,53,1
500,samsung,TRUE,FALSE,91990,4.7,75,led,3840,2160,TRUE,20,,,TRUE,croma,62,1
501,samsung,TRUE,FALSE,94999,4,55,miniled,3840,2160,TRUE,40,,,TRUE,flipkart,70,2
502,samsung,TRUE,FALSE,315694,4.55,77,oled,3840,2160,TRUE,40,,,TRUE,croma,85,2
503,samsung,FALSE,TRUE,25990,4.75,43,led,1920,1080,FALSE,20,,,TRUE,amazon,39,1
504,samsung,TRUE,FALSE,46475,4.25,43,qled,3840,2160,TRUE,20,,,TRUE,flipkart,55,2
505,samsung,TRUE,FALSE,534490,4.1,75,miniled,7680,4320,TRUE,70,,,TRUE,flipkart,83,2
506,samsung,TRUE,FALSE,137590,4.65,55,miniled,3840,2160,TRUE,60,,,TRUE,flipkart,75,2
507,samsung,TRUE,FALSE,405594,4.5,83,oled,3840,2160,TRUE,40,,,TRUE,croma,87,2
508,samsung,TRUE,FALSE,94555,4.65,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,63,1
509,samsung,TRUE,FALSE,88990,4.15,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,63,1
510,samsung,TRUE,FALSE,61990,4.05,55,qled,3840,2160,TRUE,20,,,TRUE,croma,58,2
511,samsung,TRUE,FALSE,146999,4.45,75,qled,3840,2160,TRUE,20,,,TRUE,flipkart,67,2
512,lg,FALSE,FALSE,16540,4.25,32,led,,768,TRUE,20,,,TRUE,croma,34,1
513,samsung,TRUE,FALSE,87703,4.5,65,qled,3840,2160,TRUE,20,,,TRUE,flipkart,62,2
514,tcl,TRUE,FALSE,57990,4.65,65,qled,3840,2160,TRUE,20,3,32,TRUE,amazon,66,2
515,samsung,TRUE,FALSE,59990,4.05,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,60,1
516,tcl,TRUE,FALSE,34900,4.3,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,49,1
517,tcl,TRUE,FALSE,56990,4.25,65,qled,3840,2160,TRUE,20,2,16,TRUE,amazon,65,1
518,samsung,TRUE,FALSE,242390,4.75,65,miniled,7680,4320,TRUE,70,,,TRUE,flipkart,80,2
519,iffalcon,TRUE,FALSE,24999,4.1,43,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,45,1
520,iffalcon,TRUE,FALSE,32999,4.3,55,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,48,1
521,samsung,TRUE,FALSE,64190,4.55,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,58,1
522,samsung,TRUE,FALSE,46290,4.45,55,led,3840,2160,TRUE,20,,,TRUE,croma,54,1
523,samsung,TRUE,FALSE,32549,4.15,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,51,1
524,samsung,TRUE,FALSE,45199,4.2,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,55,1
525,samsung,TRUE,FALSE,48590,4.65,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,55,1
526,samsung,TRUE,FALSE,79490,4.5,55,qled,3840,2160,TRUE,20,,,TRUE,flipkart,64,2
527,samsung,TRUE,FALSE,77839,4.75,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,58,1
528,samsung,TRUE,FALSE,66233,4.35,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,61,2
529,samsung,TRUE,FALSE,51000,4.6,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,54,1
530,samsung,TRUE,FALSE,36570,4.1,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,51,1
531,lumio,TRUE,FALSE,54999,4.7,55,miniled,3840,2160,TRUE,24,3,32,TRUE,amazon,66,2
532,vw,TRUE,FALSE,55199,4.6,75,qled,3840,2160,TRUE,48,2,32,TRUE,amazon,66,2
533,lumio,TRUE,FALSE,37999,4.25,55,qled,3840,2160,TRUE,30,3,16,TRUE,amazon,60,3
534,samsung,TRUE,FALSE,31490,4.05,43,led,3840,2160,TRUE,20,,,TRUE,amazon,52,1
535,samsung,TRUE,FALSE,74990,4.25,65,qled,3840,2160,TRUE,20,,,TRUE,amazon,63,1
536,samsung,TRUE,FALSE,40990,4.5,55,led,3840,2160,TRUE,20,,,TRUE,amazon,56,1
537,samsung,TRUE,FALSE,38990,4.35,50,led,3840,2160,TRUE,20,,,TRUE,amazon,55,1
538,samsung,TRUE,FALSE,35990,4.65,43,qled,3840,2160,TRUE,20,,,TRUE,croma,55,1
539,acer,TRUE,FALSE,51999,4.6,43,qled,3840,2160,TRUE,30,2,16,TRUE,flipkart,55,2
540,tcl,FALSE,FALSE,14990,4,32,qled,,768,TRUE,16,1,,TRUE,amazon,38,1
541,iffalcon,FALSE,FALSE,13999,4.4,32,led,,768,TRUE,16,1,,TRUE,flipkart,35,1
542,thomson,FALSE,TRUE,13999,4.3,40,led,1920,1080,TRUE,36,,,TRUE,flipkart,35,2
543,thomson,FALSE,FALSE,9149,4,32,led,,768,TRUE,36,,,TRUE,flipkart,31,2
544,uniboom,FALSE,TRUE,13990,4.05,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,35,2
545,uniboom,FALSE,FALSE,7090,4.7,32,led,,768,FALSE,30,,,TRUE,flipkart,21,2
546,infinix,FALSE,TRUE,13499,4.25,40,qled,1920,1080,TRUE,16,,,TRUE,flipkart,36,2
547,croma,TRUE,FALSE,35990,4.05,55,led,3840,2160,TRUE,20,2,,TRUE,croma,47,2
548,onida,TRUE,FALSE,22872,4,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,1
549,lg,FALSE,FALSE,20035,4.6,32,led,,768,TRUE,20,,,TRUE,flipkart,38,1
550,onida,FALSE,FALSE,12999,4.55,32,qled,,768,TRUE,20,5,,TRUE,flipkart,40,2
551,toshiba,TRUE,FALSE,49999,4.75,65,qled,3840,2160,TRUE,49,,16,TRUE,flipkart,66,2
552,toshiba,TRUE,FALSE,37999,4.55,55,qled,3840,2160,TRUE,49,,16,TRUE,flipkart,63,2
553,tcl,TRUE,FALSE,2699999,4.65,115,miniled,3840,2160,TRUE,20,3,64,TRUE,flipkart,92,3
554,blackdecker,TRUE,FALSE,29999,4.05,50,led,3840,2160,TRUE,30,2,16,TRUE,amazon,54,2
555,lloyd,FALSE,TRUE,22849,4.2,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,37,2
556,croma,FALSE,FALSE,8994,4.55,32,led,,768,TRUE,20,5,,TRUE,croma,35,2
557,reliance,TRUE,FALSE,22990,4,43,led,3840,2160,TRUE,24,2,,TRUE,flipkart,43,2
558,infinix,TRUE,FALSE,26999,4.1,55,qled,3840,2160,TRUE,40,2,16,TRUE,flipkart,55,2
559,acer,TRUE,FALSE,71039,4.75,65,qled,3840,2160,TRUE,60,2,16,TRUE,flipkart,69,2
560,acer,TRUE,FALSE,99999,4.35,75,qled,3840,2160,TRUE,60,3,32,TRUE,amazon,76,2
561,foxsky,TRUE,FALSE,41999,4.35,65,qled,3840,2160,TRUE,30,2,16,TRUE,amazon,66,2
562,foxsky,TRUE,FALSE,69999,4.5,75,qled,3840,2160,TRUE,30,2,16,TRUE,amazon,70,2
563,reliance,TRUE,FALSE,29910,4.7,55,qled,3840,2160,TRUE,24,5,,TRUE,flipkart,51,2
564,vu,TRUE,FALSE,65490,4.65,65,qled,3840,2160,TRUE,24,3,16,TRUE,amazon,74,2
565,foxsky,TRUE,FALSE,24999,4.55,50,qled,3840,2160,TRUE,30,,,TRUE,flipkart,55,2
566,foxsky,TRUE,FALSE,27999,4.45,55,qled,3840,2160,TRUE,30,,,TRUE,flipkart,55,2
567,samsung,TRUE,FALSE,74990,4.6,55,qled,3840,2160,TRUE,20,,,TRUE,amazon,67,2
568,hisense,FALSE,TRUE,24990,4.5,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,41,2
569,acer,FALSE,FALSE,15399,4.3,32,qled,,768,TRUE,30,5,16,TRUE,flipkart,41,2
570,acer,TRUE,FALSE,37999,4.1,55,qled,3840,2160,TRUE,60,2,16,TRUE,amazon,63,2
571,acer,TRUE,FALSE,32499,4.1,50,qled,3840,2160,TRUE,60,2,16,TRUE,amazon,62,2
572,vu,TRUE,FALSE,27699,4.6,50,led,3840,2160,TRUE,24,2,16,TRUE,flipkart,55,2
573,vu,TRUE,FALSE,28990,4.35,43,led,3840,2160,TRUE,24,2,16,TRUE,flipkart,53,2
574,hisense,FALSE,FALSE,11999,4.2,32,led,,768,TRUE,30,,,TRUE,amazon,36,2
575,xiaomi,TRUE,FALSE,70999,4.6,65,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,68,2
576,realme,TRUE,FALSE,24999,4.3,55,led,3840,2160,TRUE,40,2,16,TRUE,flipkart,48,2
577,realme,TRUE,FALSE,24399,4.75,43,led,3840,2160,TRUE,30,2,16,TRUE,flipkart,46,2
578,realme,TRUE,FALSE,37799,4.25,65,qled,3840,2160,TRUE,44,2,16,TRUE,flipkart,57,2
579,xiaomi,TRUE,FALSE,34099,4.4,55,led,3840,2160,TRUE,30,2,,TRUE,flipkart,52,2
580,infinix,FALSE,FALSE,8399,4.05,31.89,led,,768,TRUE,16,,,TRUE,flipkart,31,1
581,samsung,TRUE,FALSE,45990,4.2,55,led,3840,2160,TRUE,20,,,TRUE,amazon,54,2
582,sony,TRUE,FALSE,280990,4.4,65,oled,3840,2160,TRUE,40,,32,TRUE,croma,85,2
583,sony,TRUE,FALSE,356990,4.3,75,qled,3840,2160,TRUE,50,,32,TRUE,amazon,84,2
584,sony,TRUE,FALSE,469990,4.35,85,qled,3840,2160,TRUE,50,,32,TRUE,amazon,86,2
585,wobble,FALSE,FALSE,13999,4.25,32,led,,768,TRUE,20,1,,TRUE,amazon,37,2
586,sony,TRUE,FALSE,72699,4.65,50,led,3840,2160,TRUE,20,,16,TRUE,flipkart,62,2
587,sony,TRUE,FALSE,140990,4.75,75,led,3840,2160,TRUE,20,,16,TRUE,amazon,70,2
588,hisense,TRUE,FALSE,59999,4.65,65,qled,3840,2160,TRUE,24,,,TRUE,flipkart,66,2
589,kodak,FALSE,FALSE,10499,4.55,32,qled,,768,TRUE,48,1,,TRUE,flipkart,42,2
590,haier,FALSE,TRUE,47378,4.65,43,led,1920,1080,TRUE,20,5,,TRUE,flipkart,43,2
591,thomson,FALSE,FALSE,10499,4.3,32,qled,,768,TRUE,48,1,,TRUE,flipkart,40,2
592,sony,TRUE,FALSE,75990,4.1,55,led,3840,2160,TRUE,20,,16,TRUE,amazon,61,2
593,sony,FALSE,FALSE,28990,4.25,32,led,,768,TRUE,20,,16,TRUE,amazon,42,2
594,hisense,TRUE,FALSE,43999,4.6,65,led,3840,2160,TRUE,24,2,16,TRUE,flipkart,58,2
595,sony,FALSE,FALSE,28490,4.6,32,led,,768,TRUE,20,,16,TRUE,amazon,40,2
596,sony,TRUE,FALSE,48999,4.5,50,led,3840,2160,TRUE,20,,16,TRUE,flipkart,53,2
597,sony,TRUE,FALSE,206990,4.7,65,miniled,3840,2160,TRUE,40,,32,TRUE,flipkart,81,2
598,samsung,TRUE,FALSE,271890,4.2,98,led,3840,2160,TRUE,20,,,TRUE,croma,74,2
599,hisense,TRUE,FALSE,32265,4.65,55,qled,3840,2160,TRUE,24,,,TRUE,amazon,59,2
600,toshiba,TRUE,FALSE,128999,4.5,85,qled,3840,2160,TRUE,36,,,TRUE,amazon,76,2
601,hisense,TRUE,FALSE,22999,4.35,43,led,3840,2160,TRUE,24,2,16,TRUE,flipkart,53,2
602,croma,FALSE,FALSE,5990,4,24,led,,768,FALSE,12,,,TRUE,croma,18,2
603,croma,TRUE,FALSE,64994,4.5,75,qled,3840,2160,TRUE,20,2,16,TRUE,croma,59,2
604,hisense,TRUE,FALSE,52910,4.4,65,qled,3840,2160,TRUE,20,,,TRUE,flipkart,67,2
605,redmi,FALSE,FALSE,13999,4.3,32,led,,768,TRUE,20,,,TRUE,croma,32,2
606,hisense,TRUE,FALSE,85250,4,75,qled,3840,2160,TRUE,30,,,TRUE,flipkart,74,2
607,iffalcon,FALSE,FALSE,19990,4.5,32,led,,768,TRUE,16,1,,TRUE,flipkart,37,1
608,samsung,TRUE,FALSE,56990,4.35,55,qled,3840,2160,TRUE,20,,,TRUE,croma,57,2
609,toshiba,TRUE,FALSE,39599,4.75,55,qled,3840,2160,TRUE,24,,,TRUE,croma,62,2
610,sony,TRUE,FALSE,69999,4.25,65,led,3840,2160,TRUE,20,,16,TRUE,flipkart,62,2
611,tcl,TRUE,FALSE,166990,4.65,65,qled,3840,2160,TRUE,20,2,32,TRUE,flipkart,65,1
612,lg,TRUE,FALSE,64494,4.35,65,led,3840,2160,TRUE,20,,,TRUE,croma,55,2
613,lg,TRUE,FALSE,42994,4.25,55,led,3840,2160,TRUE,20,,,TRUE,croma,52,2
614,tcl,TRUE,FALSE,121990,4.6,55,qled,3840,2160,TRUE,20,2,32,TRUE,flipkart,58,1
615,lg,TRUE,FALSE,169999,4.15,65,oled,3840,2160,TRUE,40,,,TRUE,flipkart,81,3
616,tcl,TRUE,FALSE,119999,4.55,75,qled,3840,2160,TRUE,35,2,16,TRUE,flipkart,66,2
617,motorola,TRUE,FALSE,55998,4.75,65,qled,3840,2160,TRUE,20,,16,TRUE,flipkart,61,2
618,tcl,FALSE,TRUE,11990,4.55,32,led,1920,1080,TRUE,24,1,,TRUE,croma,35,1
619,motorola,TRUE,FALSE,35499,4.35,55,miniled,3840,2160,TRUE,20,,16,TRUE,flipkart,58,2
620,tcl,TRUE,FALSE,26199,4.3,50,led,3840,2160,TRUE,20,2,16,TRUE,croma,52,1
621,tcl,TRUE,FALSE,34999,4.75,55,qled,3840,2160,TRUE,20,2,32,TRUE,flipkart,60,1
622,samsung,TRUE,FALSE,719990,4.65,75,qled,7680,4320,TRUE,70,,,TRUE,amazon,84,3
623,samsung,TRUE,FALSE,75499,4.4,50,qled,3840,2160,TRUE,40,,,TRUE,croma,66,2
624,samsung,TRUE,FALSE,69990,4,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,57,1
625,samsung,TRUE,FALSE,499990,4.3,77,oled,3840,2160,TRUE,70,,,TRUE,amazon,85,3
626,samsung,TRUE,FALSE,57990,4.05,65,led,3840,2160,TRUE,20,,,TRUE,croma,55,1
627,samsung,TRUE,FALSE,37999,4.55,50,led,3840,2160,TRUE,20,2,,TRUE,flipkart,55,1
628,samsung,TRUE,FALSE,38499,4.15,55,led,3840,2160,TRUE,20,2,,TRUE,flipkart,54,1
629,samsung,TRUE,FALSE,35018,4.05,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,50,1
630,samsung,TRUE,FALSE,99990,4.75,65,qled,3840,2160,TRUE,20,,,TRUE,flipkart,66,2
631,samsung,TRUE,FALSE,99990,4.1,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,63,2
632,samsung,TRUE,FALSE,50421,4.7,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,56,2
633,lloyd,TRUE,FALSE,28255,4.3,43,led,3840,2160,TRUE,,,,TRUE,flipkart,43,2
634,samsung,TRUE,FALSE,36990,4.7,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,53,1
635,samsung,TRUE,FALSE,61990,4.25,55,qled,3840,2160,TRUE,20,,,TRUE,flipkart,59,2
636,kodak,FALSE,TRUE,14499,4.75,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,33,2
637,bpl,TRUE,FALSE,24999,4.15,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,47,2
638,lg,TRUE,FALSE,57394,4.65,55,qned,3840,2160,TRUE,20,,,TRUE,croma,61,2
639,bpl,FALSE,FALSE,12774,4.05,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
640,samsung,FALSE,TRUE,22499,4.75,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,36,1
641,foxsky,TRUE,FALSE,36999,4.45,65,led,3840,2160,TRUE,30,,,TRUE,flipkart,42,2
642,panasonic,FALSE,TRUE,27815,4.75,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,35,1
643,blaupunkt,TRUE,FALSE,27599,4.1,55,led,3840,2160,TRUE,60,2,,TRUE,croma,45,2
644,tcl,FALSE,TRUE,32192,4.75,43,led,3840,2160,FALSE,24,,,TRUE,flipkart,42,1
645,motorola,TRUE,FALSE,25499,4.45,55,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,46,2
646,croma,FALSE,TRUE,15990,4.75,43,led,1920,1080,TRUE,20,,,TRUE,croma,34,2
647,haier,TRUE,FALSE,42890,4.4,55,led,3840,2160,TRUE,20,2,32,TRUE,flipkart,52,2
648,iffalcon,TRUE,FALSE,34099,4.45,55,qled,3840,2160,TRUE,56,,,TRUE,croma,55,1
649,hisense,TRUE,FALSE,499999,4.2,120,laser,3840,2160,TRUE,40,,,TRUE,amazon,67,2
650,xiaomi,TRUE,FALSE,36899,4.7,55,led,3840,2160,TRUE,30,2,,TRUE,flipkart,53,2
651,xiaomi,TRUE,FALSE,26990,4.4,43,led,3840,2160,TRUE,30,2,,TRUE,flipkart,50,2
652,xiaomi,TRUE,FALSE,30399,4.65,50,led,3840,2160,TRUE,30,2,,TRUE,flipkart,51,2
653,lg,TRUE,FALSE,94990,4.3,48,oled,3840,2160,TRUE,20,,,TRUE,flipkart,58,2
654,lg,TRUE,FALSE,99990,4.45,55,oled,3840,2160,TRUE,20,,,TRUE,flipkart,61,2
655,panasonic,FALSE,FALSE,13490,4.05,32,led,,768,TRUE,20,,,TRUE,croma,34,2
656,panasonic,FALSE,FALSE,23999,4.75,32,led,,768,TRUE,20,5,16,TRUE,flipkart,36,2
657,onida,FALSE,FALSE,14294,4.3,32,led,,768,TRUE,20,5,,TRUE,flipkart,36,2
658,westinghouse,FALSE,FALSE,8999,4.05,32,led,,768,TRUE,36,1,,TRUE,croma,33,2
659,lg,TRUE,FALSE,64990,4.65,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,52,2
660,lg,TRUE,FALSE,45080,4.7,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,53,2
661,lg,TRUE,FALSE,44999,4.35,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,46,2
662,haier,TRUE,FALSE,39990,4.3,50,led,3840,2160,TRUE,20,2,32,TRUE,croma,51,2
663,haier,TRUE,FALSE,32990,4.45,43,led,3840,2160,TRUE,20,2,32,TRUE,croma,49,2
664,kodak,FALSE,FALSE,9149,4.4,32,led,,768,TRUE,30,,,TRUE,flipkart,32,2
665,lg,TRUE,FALSE,31255,4.55,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,48,2
666,sony,TRUE,FALSE,653899,4.75,77,oled,3840,2160,TRUE,60,,,TRUE,flipkart,76,2
667,blaupunkt,FALSE,TRUE,13999,4.1,40,led,1920,1080,TRUE,48,1,,TRUE,flipkart,38,2
668,sony,TRUE,FALSE,74990,4.05,55,led,3840,2160,TRUE,10,,32,TRUE,flipkart,62,2
669,sony,TRUE,FALSE,57990,4.35,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,57,2
670,thomson,FALSE,FALSE,9149,4.75,32,led,,768,TRUE,30,,,TRUE,flipkart,33,2
671,marq,FALSE,FALSE,7499,4.2,32,led,,768,FALSE,24,,,TRUE,flipkart,21,2
672,panasonic,TRUE,FALSE,41499,4.35,Supported,,,,FALSE,20,,,FALSE,flipkart,,
673,blaupunkt,FALSE,TRUE,13999,4.65,39.37,led,1920,1080,TRUE,40,,,TRUE,flipkart,33,2
674,samsung,TRUE,FALSE,40352,4.7,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,2
675,xelectron,FALSE,FALSE,6999,4.45,32,led,,768,FALSE,20,,,TRUE,flipkart,21,2
676,samsung,TRUE,FALSE,54990,4.65,55,qled,3840,2160,TRUE,20,,,TRUE,flipkart,50,2
677,haier,FALSE,FALSE,20595,4.2,32,led,,768,TRUE,10,,,TRUE,flipkart,31,1
678,samsung,TRUE,FALSE,94990,4.2,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,65,1
679,beethosol,FALSE,TRUE,17990,4.55,43,led,1920,1080,TRUE,24,1,,TRUE,amazon,35,2
680,lloyd,TRUE,FALSE,29812,4.65,43,qled,3840,2160,TRUE,20,2,,TRUE,flipkart,46,2
681,thomson,FALSE,FALSE,6999,4.1,24,led,,768,TRUE,20,,,TRUE,flipkart,31,2
682,samsung,FALSE,FALSE,18728,4.75,32,led,,768,TRUE,20,,,TRUE,flipkart,31,1
683,samsung,FALSE,TRUE,22490,4.45,43,led,1920,1080,TRUE,20,,,TRUE,croma,35,1
684,hisense,TRUE,FALSE,76999,4.15,65,qled,3840,2160,TRUE,20,3,,TRUE,flipkart,52,2
685,lloyd,FALSE,FALSE,17590,4.55,32,led,,768,TRUE,20,,,TRUE,flipkart,32,2
686,samsung,TRUE,FALSE,44990,4.55,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,44,1
687,infinix,TRUE,FALSE,32999,4.15,55,qled,3840,2160,TRUE,36,2,,TRUE,flipkart,47,2
688,lg,TRUE,FALSE,54990,4,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,52,2
689,thomson,TRUE,FALSE,51999,4.25,65,qled,3840,2160,TRUE,40,2,,TRUE,flipkart,50,2
690,lg,TRUE,FALSE,66990,4.75,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,54,2
691,vu,TRUE,FALSE,39490,4.45,55,led,3840,2160,TRUE,4,2,16,TRUE,amazon,64,2
692,lg,TRUE,FALSE,44990,4,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,45,2
693,lg,TRUE,FALSE,32990,4.05,43,led,3840,2160,TRUE,20,,,TRUE,croma,42,2
694,lg,TRUE,FALSE,33999,4,43,led,3840,2160,TRUE,20,5,,TRUE,croma,43,2
695,lg,TRUE,FALSE,43990,4.65,55,led,3840,2160,TRUE,20,,,TRUE,croma,43,1
696,lg,FALSE,TRUE,21518,4.15,32,led,,768,TRUE,20,,,TRUE,flipkart,35,1
697,infinix,FALSE,FALSE,7999,4.4,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
698,lg,TRUE,FALSE,28999,4.25,43,led,3840,2160,TRUE,20,5,,TRUE,flipkart,42,1
699,tcl,TRUE,FALSE,49990,4.05,65,led,3840,2160,TRUE,30,,,TRUE,flipkart,46,1
700,samsung,TRUE,FALSE,179980,4.2,65,qled,7680,4320,TRUE,60,,,TRUE,flipkart,67,3
701,sony,TRUE,FALSE,59990,4.7,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,46,2
702,samsung,TRUE,FALSE,31999,4.35,43,led,3840,2160,TRUE,20,5,,TRUE,flipkart,43,1
703,lg,FALSE,TRUE,31490,4.05,32,led,1920,1080,TRUE,20,,,TRUE,flipkart,37,1
704,sony,TRUE,FALSE,74990,4.6,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,54,2
705,lg,FALSE,FALSE,13790,4.15,32,led,,768,TRUE,20,,,TRUE,croma,37,1
706,xiaomi,FALSE,FALSE,11999,4.15,32,led,,768,TRUE,20,1,,TRUE,flipkart,34,2
707,samsung,TRUE,FALSE,35000,4.05,43,led,3840,2160,TRUE,20,,,TRUE,amazon,42,2
708,samsung,TRUE,FALSE,114990,4.3,65,qled,3840,2160,TRUE,60,,,TRUE,flipkart,62,2
709,samsung,TRUE,FALSE,54990,4,55,qled,3840,2160,TRUE,20,,,TRUE,flipkart,55,2
710,samsung,TRUE,FALSE,129990,4.1,65,qled,3840,2160,TRUE,60,,,TRUE,flipkart,59,2
711,samsung,TRUE,FALSE,45990,4.25,55,led,3840,2160,TRUE,20,,,TRUE,amazon,44,2
712,samsung,TRUE,FALSE,94990,4.25,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,57,1
713,foxsky,TRUE,FALSE,24999,4.25,50,led,3840,2160,TRUE,30,1,,TRUE,amazon,39,2
714,thomson,TRUE,FALSE,30999,4.25,54.72,led,3840,2160,TRUE,40,2,,TRUE,flipkart,43,2
715,tseries,FALSE,FALSE,7389,4.75,23.62,led,,768,FALSE,,,,TRUE,flipkart,20,2
716,lg,TRUE,FALSE,69990,4.65,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,53,2
717,lg,TRUE,FALSE,89990,4.6,55,oled,3840,2160,TRUE,40,2,,TRUE,flipkart,64,2
718,foxsky,FALSE,TRUE,12999,4.7,43,led,1920,1080,TRUE,30,1,,TRUE,flipkart,36,2
719,samsung,TRUE,FALSE,59990,4.4,55,qled,3840,2160,TRUE,20,,,TRUE,flipkart,57,2
720,samsung,TRUE,FALSE,54990,4,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,53,2
721,samsung,TRUE,FALSE,79990,4.05,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,61,2
722,samsung,TRUE,FALSE,114990,4.75,65,qled,3840,2160,TRUE,60,,,TRUE,flipkart,62,2
723,samsung,TRUE,FALSE,74990,4.65,55,qled,3840,2160,TRUE,60,,,TRUE,flipkart,56,2
724,samsung,TRUE,FALSE,33990,4.45,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,1
725,samsung,TRUE,FALSE,89990,4.1,75,led,3840,2160,TRUE,20,,,TRUE,flipkart,56,2
726,samsung,TRUE,FALSE,43990,4.3,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,46,1
727,samsung,TRUE,FALSE,32990,4.25,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,1
728,compaq,FALSE,FALSE,9999,4.35,32,led,,768,TRUE,24,5,,TRUE,flipkart,35,2
729,lg,TRUE,FALSE,59999,4.75,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,52,2
730,samsung,TRUE,FALSE,33990,4.35,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,2
731,samsung,FALSE,FALSE,15212,4.15,32,led,,768,FALSE,20,,,TRUE,flipkart,22,1
732,xiaomi,TRUE,FALSE,38626,4.35,55,led,3840,2160,TRUE,20,2,,TRUE,flipkart,47,2
733,samsung,FALSE,FALSE,22499,4.4,32,led,,768,TRUE,10,,,TRUE,flipkart,31,1
734,lg,FALSE,TRUE,34420,4.05,43,led,1920,1080,TRUE,20,1,,TRUE,flipkart,39,1
735,lg,TRUE,FALSE,124999,4.25,75,led,3840,2160,TRUE,20,2,,TRUE,flipkart,59,3
736,samsung,TRUE,FALSE,128999,4.05,55,qled,3840,2160,TRUE,40,,,TRUE,flipkart,57,2
737,rgl,FALSE,TRUE,9006,4.6,32,led,1920,1080,TRUE,20,,,TRUE,flipkart,30,2
738,xiaomi,FALSE,FALSE,12999,4.35,32,led,,768,TRUE,20,1,,TRUE,flipkart,34,2
739,lg,TRUE,FALSE,89999,4.6,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,55,2
740,lloyd,TRUE,FALSE,28599,4.45,43,qled,3840,2160,TRUE,20,,,TRUE,flipkart,46,2
