,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,hdmi_port,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,brand_score,ppi,resolution_width,resolution_height,fast_charging,ram,usb_port,Spec_Score,size_category,charging_category
406,407,toshiba,1,0,55990,4.0,65.0,qled,1,28.8,1,0.0042864797285229505,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
407,408,vu,1,0,47999,4.4,65.0,qled,1,16.0,1,0.00605012604429259,4.0,1.0,0.0,0.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
408,409,croma,1,0,31990,4.3,50.0,qled,1,32.0,1,0.007124101281650515,4.0,0.0,1.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
409,410,vu,1,0,23990,4.15,43.0,qled,1,16.0,1,0.010206335973322218,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0
410,411,haier,1,0,26500,4.15,43.0,led,1,32.0,1,0.00689056603773585,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
411,412,realme,0,0,10999,4.05,32.0,qled,1,16.0,1,0.013255750522774796,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
412,413,sony,1,0,546690,4.0,98.0,miniled,1,51.2,1,0.0005999743913369551,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
413,414,kenstar,1,0,25299,4.3,55.0,led,1,25.6,1,0.007648523657061544,4.0,0.0,0.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
414,415,kenstar,1,0,21799,4.0,50.0,led,1,19.2,1,0.007890270195880546,4.0,0.0,0.0,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
415,416,haier,1,0,65990,4.7,65.0,qled,1,32.0,1,0.0045582664040006065,4.0,0.0,1.0,0.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
416,417,motorola,0,0,11699,4.35,32.0,qled,1,16.0,1,0.014129412770322248,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
417,418,iffalcon,1,0,69999,4.7,75.0,led,1,32.0,1,0.004095772796754239,3.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0
418,419,thomson,1,0,94999,4.25,75.0,miniled,1,16.0,1,0.003131611911704334,4.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0
419,420,iffalcon,1,0,49999,4.45,65.0,qled,1,32.0,1,0.005607112142242845,3.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0
420,421,kodak,0,0,9149,4.75,32.0,qled,1,16.0,1,0.016613837577877363,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
421,422,kodak,0,1,13999,4.4,40.0,qled,1,19.2,1,0.011000785770412172,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
422,423,kodak,0,0,6899,4.6,24.0,qled,1,16.0,1,0.020669662269894185,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
423,424,toshiba,1,0,44999,4.3,65.0,led,1,16.0,1,0.0055423453854530095,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
424,425,hisense,1,0,26999,4.0,50.0,led,1,28.8,1,0.00711137449535168,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
425,426,xiaomi,1,0,23999,4.4,43.0,led,1,25.6,1,0.008250343764323514,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
426,427,toshiba,0,1,19999,4.25,40.0,led,1,19.2,1,0.00807540377018851,4.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
427,428,philips,1,0,55999,4.75,65.0,qled,1,32.0,1,0.005513491312344863,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
428,429,toshiba,0,0,13990,4.7,32.0,led,1,16.0,1,0.011758398856325947,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
429,430,nu,1,0,24999,4.55,43.0,led,1,19.2,1,0.008190327613104524,4.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
430,431,nu,1,0,34999,4.55,55.0,led,1,22.4,1,0.006240178290808308,4.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
431,432,nu,0,1,19999,4.0,43.0,led,1,19.2,1,0.008200410020501024,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
432,433,croma,1,0,52990,4.5,65.0,led,1,32.0,1,0.0047556142668428005,4.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
433,434,philips,0,1,13499,4.0,32.0,led,1,16.0,1,0.01155641158604341,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
434,435,coocaa,1,0,40999,4.25,65.0,qled,1,32.0,1,0.006323324959145345,4.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
435,436,coocaa,1,0,26999,4.6,43.0,qled,1,32.0,1,0.009541094114596835,4.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
436,437,sony,1,0,169390,4.2,65.0,miniled,1,38.4,1,0.0019092036129641657,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
437,438,lg,1,0,164999,4.1,55.0,oled,1,35.2,1,0.001963042200255759,5.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
438,439,philips,1,0,41999,4.3,55.0,qled,1,16.0,1,0.0059382366246815395,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
439,440,lg,1,0,74590,4.65,65.0,led,1,25.6,1,0.0035534253921437192,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
440,441,xiaomi,1,0,36999,4.45,55.0,qled,1,32.0,1,0.0066150436498283735,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
441,442,haier,1,0,104999,4.55,55.0,oled,1,32.0,1,0.003380032190782769,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
442,443,sony,1,0,367640,4.65,85.0,miniled,1,51.2,1,0.0010245076705472746,4.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
443,444,sony,1,0,139890,4.7,55.0,miniled,1,38.4,1,0.002519837014797341,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
444,445,kodak,1,0,18999,4.3,43.0,qled,1,22.4,1,0.009958418864150744,4.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
445,446,sony,1,0,156990,4.0,65.0,miniled,1,38.4,1,0.0019364290719154087,4.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
446,447,vu,1,0,63990,4.7,75.0,qled,1,16.0,1,0.004994530395374277,4.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0
447,448,vu,1,0,37495,4.4,50.0,qled,1,16.0,1,0.007275636751566876,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
448,449,haier,0,0,14599,4.3,32.0,led,1,16.0,1,0.009130762380984998,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
449,450,vu,1,0,49990,4.55,65.0,qled,1,16.0,1,0.006007201440288058,4.0,1.0,0.0,0.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
450,451,sony,1,0,241790,4.0,55.0,oled,1,32.0,1,0.0013730923528681915,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0
451,452,sony,1,0,129990,4.65,55.0,miniled,1,28.8,1,0.0026471267020540044,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
452,453,sony,1,0,332490,4.05,65.0,oled,1,32.0,1,0.0010353694847965353,4.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0
453,454,coocaa,0,1,15499,4.4,43.0,led,1,19.2,1,0.00936834634492548,3.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
454,455,sony,1,0,64590,4.55,50.0,led,1,16.0,1,0.0038744387676110854,4.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
455,456,blaupunkt,1,0,30999,4.75,55.0,qled,1,16.0,1,0.00827446046646666,4.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0
456,457,blaupunkt,1,0,27999,4.3,50.0,qled,1,16.0,1,0.008139576413443336,4.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
457,458,haier,0,1,18999,4.2,32.0,qled,0,19.2,1,0.008179377861992737,3.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0
458,459,hisense,1,0,269999,4.05,100.0,miniled,1,44.8,1,0.0012600046666839506,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0
459,460,hisense,1,0,149999,4.05,85.0,miniled,1,44.8,1,0.0022140147600984003,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0
460,461,hisense,1,0,69999,4.1,75.0,qled,1,25.6,1,0.004158630837583393,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
461,462,lg,1,0,99990,4.05,75.0,led,1,19.2,1,0.002632763276327633,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
462,463,hisense,1,0,119999,4.1,85.0,qled,1,44.8,1,0.0026991891599096656,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0
463,464,beston,1,0,36399,4.25,65.0,qled,1,22.4,1,0.006421879721970384,4.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
464,465,sony,1,0,60990,4.0,50.0,led,1,19.2,1,0.003607148712903755,4.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
465,466,tcl,1,0,106991,4.25,75.0,miniled,1,38.4,1,0.0030189455187819535,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
466,467,samsung,1,0,84990,4.75,75.0,led,1,22.4,1,0.003353335686551359,3.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
467,468,tcl,1,0,99990,4.5,75.0,miniled,1,32.0,1,0.0034203420342034203,3.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
468,469,lg,1,0,179990,4.25,65.0,oled,1,38.4,1,0.0018417689871659537,5.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
469,470,lg,1,0,412290,4.35,77.0,oled,1,32.0,1,0.0008546168958742632,5.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
470,471,sony,1,0,50190,4.35,43.0,led,1,16.0,1,0.004420203227734608,4.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
471,472,lg,0,0,13599,4.0,32.0,led,1,16.0,1,0.010000735348187366,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
472,473,reliance,1,0,34307,4.7,55.0,led,1,16.0,1,0.006164922610545953,4.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
473,474,tcl,1,0,129990,4.5,85.0,qled,1,32.0,1,0.0027694438033694898,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
474,475,toshiba,1,0,79999,4.15,75.0,qled,1,16.0,1,0.003735046688083601,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
475,476,toshiba,1,0,56999,4.05,65.0,qled,1,16.0,1,0.00483166371339848,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
476,477,toshiba,1,0,139999,4.3,85.0,qled,1,16.0,1,0.0024264459031850226,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,1.0
477,478,toshiba,1,0,41990,4.5,55.0,qled,1,16.0,1,0.00696594427244582,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
478,479,lg,1,0,384190,4.45,77.0,oled,1,44.8,1,0.0009497904682578933,5.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
479,480,sony,1,0,125790,4.0,75.0,led,1,16.0,1,0.002035137928293187,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
480,481,sony,1,0,86480,4.0,65.0,led,1,16.0,1,0.00272895467160037,4.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
481,482,tcl,1,0,49990,4.15,65.0,led,1,19.2,1,0.004316863372674535,3.0,0.0,1.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
482,483,reliance,0,0,11930,4.5,32.0,led,1,16.0,1,0.012824811399832355,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
483,484,tcl,1,0,34990,4.35,50.0,led,1,16.0,1,0.006340382966561874,3.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
484,485,tcl,1,0,59999,4.35,65.0,qled,1,32.0,1,0.004785079751329188,3.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0
485,486,tcl,1,0,74990,4.75,75.0,qled,1,16.0,1,0.004243899186558208,3.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,2.0
486,487,samsung,0,1,23750,4.75,43.0,led,1,19.2,1,0.0082,3.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
487,488,sony,1,0,50990,4.15,43.0,led,1,16.0,1,0.0042322023926260055,4.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
488,489,lg,1,0,132990,4.7,75.0,miniled,1,44.8,1,0.002756598240469208,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
489,490,haier,1,0,49090,4.45,55.0,qled,1,32.0,1,0.005438989610918721,4.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
490,491,realme,1,0,23999,4.55,43.0,qled,1,32.0,1,0.009669152881370057,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
491,492,iffalcon,1,0,29999,4.7,50.0,led,1,16.0,1,0.0075202506750225015,3.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
492,493,haier,1,0,63490,4.5,65.0,qled,1,32.0,1,0.004181760907229485,4.0,1.0,0.0,0.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
493,494,samsung,1,0,41490,4.1,55.0,led,1,22.4,1,0.005336225596529283,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
494,495,croma,1,0,23990,4.25,43.0,led,1,32.0,1,0.00814922884535223,4.0,0.0,1.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
495,496,samsung,0,0,17498,4.6,32.0,led,0,16.0,1,0.008675277174534231,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
496,497,haier,1,0,89999,4.5,55.0,miniled,1,32.0,1,0.003650040556006178,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
497,498,haier,1,0,34590,4.0,43.0,qled,1,32.0,1,0.006128938999710899,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
498,499,samsung,1,0,39999,4.65,50.0,led,1,19.2,1,0.006161404035100878,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
499,500,samsung,1,0,91990,4.7,75.0,led,1,19.2,1,0.0031677356234373305,3.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
500,501,samsung,1,0,94999,4.0,55.0,miniled,1,25.6,1,0.002947399446309961,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
501,502,samsung,1,0,315694,4.55,77.0,oled,1,44.8,1,0.0012250787154649756,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
502,503,samsung,0,1,25990,4.75,43.0,led,0,19.2,1,0.007127741439015006,2.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
503,504,samsung,1,0,46475,4.25,43.0,qled,1,19.2,1,0.005029585798816568,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
504,505,samsung,1,0,534490,4.1,75.0,miniled,1,19.2,1,0.0006366816965705625,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0
505,506,samsung,1,0,137590,4.65,55.0,miniled,1,32.0,1,0.002534704557017225,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
506,507,samsung,1,0,405594,4.5,83.0,oled,1,44.8,1,0.0009652509652509653,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
507,508,samsung,1,0,94555,4.65,75.0,led,1,22.4,1,0.0030981968166675484,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
508,509,samsung,1,0,88990,4.15,75.0,led,1,22.4,1,0.0029379705584897183,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
509,510,samsung,1,0,61990,4.05,55.0,qled,1,19.2,1,0.0037893208582029355,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
510,511,samsung,1,0,146999,4.45,75.0,qled,1,28.8,1,0.002028245090102654,4.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
511,512,lg,0,0,16540,4.25,32.0,led,1,16.0,1,0.00873639661426844,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
512,513,samsung,1,0,87703,4.5,65.0,qled,1,16.0,1,0.003181191065299933,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
513,514,tcl,1,0,57990,4.65,65.0,qled,1,32.0,1,0.00529229177444387,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
514,515,samsung,1,0,59990,4.05,65.0,led,1,22.4,1,0.004050675112518753,3.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
515,516,tcl,1,0,34900,4.3,55.0,led,1,22.4,1,0.006037249283667621,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
516,517,tcl,1,0,56990,4.25,65.0,qled,1,16.0,1,0.004847341638884015,3.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
517,518,samsung,1,0,242390,4.75,65.0,miniled,1,19.2,1,0.0015677214406534922,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0
518,519,iffalcon,1,0,24999,4.1,43.0,led,1,16.0,1,0.007380295211808471,3.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
519,520,iffalcon,1,0,32999,4.3,55.0,led,1,16.0,1,0.006254734991969453,3.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
520,521,samsung,1,0,64190,4.55,65.0,led,1,22.4,1,0.00411123227917121,3.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
521,522,samsung,1,0,46290,4.45,55.0,led,1,22.4,1,0.005191186001296176,3.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
522,523,samsung,1,0,32549,4.15,43.0,led,1,22.4,1,0.006502503917171034,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
523,524,samsung,1,0,45199,4.2,55.0,led,1,19.2,1,0.005110732538330494,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
524,525,samsung,1,0,48590,4.65,55.0,led,1,19.2,1,0.0052634286890306655,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
525,526,samsung,1,0,79490,4.5,55.0,qled,1,19.2,1,0.00362309724493647,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
526,527,samsung,1,0,77839,4.75,65.0,led,1,22.4,1,0.0035393568776577295,3.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
527,528,samsung,1,0,66233,4.35,50.0,qled,1,19.2,1,0.004006311053402382,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
528,529,samsung,1,0,51000,4.6,50.0,led,1,22.4,1,0.004870588235294117,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
529,530,samsung,1,0,36570,4.1,43.0,led,1,22.4,1,0.005717801476620181,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
530,531,lumio,1,0,54999,4.7,55.0,miniled,1,32.0,1,0.005640102547319042,4.0,1.0,0.0,0.0,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
531,532,vw,1,0,55199,4.6,75.0,qled,1,32.0,1,0.005500099639486222,4.0,1.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
532,533,lumio,1,0,37999,4.25,55.0,qled,1,16.0,1,0.006710702913234559,5.0,1.0,0.0,0.0,,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0
533,534,samsung,1,0,31490,4.05,43.0,led,1,19.2,1,0.006687837408701175,3.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
534,535,samsung,1,0,74990,4.25,65.0,qled,1,22.4,1,0.00357047606347513,3.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
535,536,samsung,1,0,40990,4.5,55.0,led,1,19.2,1,0.006147840936813857,3.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
536,537,samsung,1,0,38990,4.35,50.0,led,1,19.2,1,0.006136188766350346,3.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
537,538,samsung,1,0,35990,4.65,43.0,qled,1,19.2,1,0.0071061405946096145,3.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
538,539,acer,1,0,51999,4.6,43.0,qled,1,16.0,1,0.0048654781822727354,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
539,540,tcl,0,0,14990,4.0,32.0,qled,1,16.0,1,0.010140093395597065,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
540,541,iffalcon,0,0,13999,4.4,32.0,led,1,16.0,1,0.011000785770412172,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
541,542,thomson,0,1,13999,4.3,40.0,led,1,19.2,1,0.010750767911993715,4.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
542,543,thomson,0,0,9149,4.0,32.0,led,1,16.0,1,0.013553393813531534,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
543,544,uniboom,0,1,13990,4.05,43.0,led,1,19.2,1,0.010132237312365976,4.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
544,545,uniboom,0,0,7090,4.7,32.0,led,0,16.0,1,0.013921015514809591,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
545,546,infinix,0,1,13499,4.25,40.0,qled,1,19.2,1,0.011334172901696422,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
