,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Spec_Score,Company,usb_port
859,860,blaupunkt,0,0,9149,4.35,32.0,qled,1920.0,768.0,1,36.0,1.0,16.0,1,33.0,flipkart,2.0
860,861,lg,1,0,524990,4.0,100.0,miniled,3840.0,2160.0,1,40.0,2.8,44.8,1,80.0,croma,2.0
861,862,sansui,0,0,12390,4.6,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,amazon,2.0
862,863,hisense,1,0,37990,4.45,58.0,led,3840.0,2160.0,1,24.0,2.6,25.6,1,50.0,flipkart,2.0
863,864,sansui,0,0,12790,4.45,32.0,qled,1920.0,768.0,1,20.0,2.6,16.0,1,33.0,amazon,2.0
864,865,uniboom,0,0,7790,4.05,32.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,21.0,amazon,2.0
865,866,innoq,0,0,7489,4.0,32.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,31.0,flipkart,2.0
866,867,hisense,0,1,17818,4.3,40.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,32.0,flipkart,1.0
867,868,blaupunkt,1,0,58999,4.5,65.0,led,3840.0,2160.0,1,8.0,2.0,16.0,1,64.0,flipkart,2.0
868,869,realme,1,0,43999,4.15,65.0,qled,3840.0,2160.0,1,40.0,1.8,22.4,1,51.0,flipkart,2.0
869,870,uniboom,0,1,13990,4.5,43.0,led,1920.0,1080.0,0,30.0,2.6,19.2,0,32.0,amazon,1.8
870,871,realme,1,0,27999,4.25,50.0,qled,3840.0,2160.0,1,40.0,1.6,22.4,1,48.0,flipkart,2.0
871,872,innoq,0,0,21629,4.15,32.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,25.0,flipkart,2.0
872,873,croma,0,1,20990,4.2,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,43.0,croma,2.0
873,874,panasonic,0,0,18490,4.4,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,35.0,croma,2.0
874,875,croma,0,0,9990,4.3,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,31.0,croma,2.0
875,876,realme,1,0,30999,4.25,55.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,45.0,flipkart,2.0
876,877,croma,1,0,54990,4.2,65.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,57.0,croma,2.0
877,878,realme,1,0,28999,4.3,50.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,44.0,flipkart,2.0
878,879,vu,1,0,33999,4.3,55.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,62.0,amazon,2.0
879,880,toshiba,1,0,39990,4.6,55.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,56.0,amazon,2.0
880,881,lg,1,0,142999,4.2,75.0,qned,3840.0,2160.0,1,20.0,2.4,19.2,1,62.0,flipkart,1.0
881,882,kodak,0,0,7599,4.25,32.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,28.0,flipkart,2.0
882,883,coocaa,1,0,35999,4.3,65.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,55.0,flipkart,2.0
883,884,tcl,1,0,149999,4.1,75.0,miniled,3840.0,2160.0,1,20.0,3.0,64.0,1,79.0,flipkart,1.0
884,885,philips,1,0,37999,4.5,55.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,62.0,amazon,2.0
885,886,iffalcon,1,0,39999,4.25,55.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,60.0,flipkart,1.0
886,887,nu,1,0,27499,4.1,43.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,48.0,amazon,2.0
887,888,nu,0,0,11999,4.2,32.0,qled,1920.0,768.0,1,20.0,5.0,16.0,1,38.0,amazon,2.0
888,889,philips,0,1,22999,4.65,43.0,led,1920.0,1080.0,1,24.0,5.0,19.2,1,42.0,amazon,2.0
889,890,coocaa,1,0,32999,4.3,55.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,58.0,amazon,2.0
890,891,coocaa,0,0,8599,4.2,32.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,30.0,flipkart,1.0
891,892,lg,1,0,179990,4.2,86.0,led,3840.0,2160.0,1,20.0,2.4,19.2,1,68.0,amazon,2.0
892,893,sony,1,0,275490,4.35,75.0,miniled,3840.0,2160.0,1,20.0,3.0,57.6,1,79.0,amazon,2.0
893,894,lg,1,0,94990,4.7,65.0,qned,3840.0,2160.0,1,20.0,2.0,19.2,1,56.0,flipkart,1.0
894,895,thomson,1,0,20999,4.35,43.0,qled,3840.0,2160.0,1,50.0,2.0,16.0,1,49.0,flipkart,2.0
895,896,tcl,1,0,129999,4.45,85.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,77.0,flipkart,1.0
896,897,haier,1,0,27999,4.15,43.0,led,3840.0,2160.0,1,16.0,2.0,16.0,1,46.0,flipkart,2.0
897,898,acerpure,0,0,54999,4.5,65.0,qled,3840.0,2160.0,1,50.0,2.0,22.4,1,64.0,amazon,2.0
898,899,lg,1,0,155999,4.4,65.0,oled,3840.0,2160.0,1,20.0,3.0,57.6,1,79.0,flipkart,2.0
899,900,tcl,1,0,229990,4.65,98.0,qled,3840.0,2160.0,1,20.0,3.0,64.0,1,80.0,amazon,1.0
900,901,blaupunkt,0,0,10999,4.05,32.0,qled,1920.0,768.0,1,48.0,1.0,16.0,1,37.0,flipkart,2.0
901,902,blaupunkt,1,0,41999,4.3,65.0,qled,3840.0,2160.0,1,70.0,2.0,16.0,1,57.0,flipkart,2.0
902,903,lg,1,0,44990,4.15,43.0,qned,3840.0,2160.0,1,20.0,2.0,22.4,1,46.0,flipkart,2.0
903,904,beston,0,0,8999,4.2,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,32.0,flipkart,2.0
904,905,beston,1,0,26599,4.45,55.0,qled,3840.0,2160.0,1,30.0,2.0,28.8,1,48.0,flipkart,2.0
905,906,beston,0,0,9199,4.0,32.0,qled,1920.0,768.0,1,30.0,3.4,16.0,1,39.0,flipkart,2.0
906,907,beston,0,1,14199,4.4,43.0,led,1920.0,1080.0,1,20.0,2.0,19.2,1,35.0,flipkart,2.0
907,908,hisense,1,0,239999,4.1,65.0,qled,3840.0,2160.0,1,36.0,2.8,44.8,1,82.0,amazon,2.0
908,909,beston,0,1,13099,4.05,40.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,37.0,flipkart,2.0
909,910,beston,1,0,51499,4.05,75.0,qled,3840.0,2160.0,1,35.0,2.0,22.4,1,57.0,flipkart,2.0
910,911,tcl,1,0,84999,4.2,75.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,70.0,flipkart,1.0
911,912,philips,0,1,22999,4.5,43.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,38.0,flipkart,2.0
912,913,philips,0,0,13999,4.0,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
913,914,tcl,1,0,74990,4.55,75.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,64.0,flipkart,2.0
914,915,croma,1,0,27990,4.25,43.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,56.0,croma,2.0
915,916,lg,1,0,219890,4.05,65.0,oled,3840.0,2160.0,1,60.0,3.0,32.0,1,80.0,croma,3.0
916,917,samsung,1,0,64500,4.15,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,56.0,flipkart,1.0
917,918,lg,1,0,65599,4.55,55.0,miniled,3840.0,2160.0,1,20.0,2.4,19.2,1,68.0,flipkart,2.0
918,919,hisense,0,0,12999,4.15,32.0,qled,1920.0,768.0,1,30.0,3.4,16.0,1,39.0,flipkart,2.0
919,920,haier,1,0,179799,4.0,75.0,miniled,3840.0,2160.0,1,60.0,3.0,32.0,1,79.0,flipkart,2.0
920,921,haier,1,0,142899,4.3,65.0,miniled,3840.0,2160.0,1,60.0,3.0,32.0,1,78.0,flipkart,2.0
921,922,tcl,1,0,74990,4.25,75.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,72.0,amazon,1.0
922,923,tcl,1,0,79990,4.75,75.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,71.0,amazon,1.0
923,924,tcl,1,0,62980,4.7,65.0,qled,3840.0,2160.0,1,20.0,2.8,19.2,1,66.0,flipkart,1.4
924,925,tcl,1,0,94999,4.75,75.0,miniled,3840.0,2160.0,1,20.0,2.0,16.0,1,74.0,flipkart,1.0
925,926,tcl,1,0,34990,4.35,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,50.0,amazon,1.0
926,927,thomson,0,0,7599,4.4,32.0,led,1920.0,768.0,0,20.0,1.8,16.0,1,21.0,flipkart,2.0
927,928,thomson,0,0,5599,4.6,24.0,led,1920.0,768.0,0,20.0,1.0,16.0,1,19.0,flipkart,2.0
928,929,haier,1,0,46990,4.6,55.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,56.0,amazon,2.0
929,930,infinix,0,0,8999,4.6,32.0,qled,1920.0,768.0,1,16.0,1.0,16.0,1,35.0,flipkart,2.0
930,931,haier,1,0,169999,4.65,65.0,oled,3840.0,2160.0,1,50.0,3.0,32.0,1,81.0,flipkart,2.0
931,932,onida,1,0,46990,4.45,55.0,led,3840.0,2160.0,0,20.0,2.0,16.0,1,47.0,flipkart,1.0
932,933,samsung,1,0,59990,4.55,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,58.0,flipkart,1.0
933,934,samsung,1,0,161890,4.1,65.0,miniled,3840.0,2160.0,1,40.0,2.8,38.4,1,77.0,flipkart,2.0
934,935,xiaomi,1,0,32999,4.45,55.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,51.0,amazon,2.0
935,936,samsung,1,0,151999,4.6,65.0,oled,3840.0,2160.0,1,40.0,2.8,44.8,1,81.0,amazon,2.0
936,937,xiaomi,1,0,26499,4.15,43.0,led,3840.0,2160.0,1,30.0,2.0,19.2,1,52.0,amazon,2.0
937,938,xiaomi,0,1,21999,4.65,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,37.0,amazon,2.0
938,939,samsung,1,0,303390,4.65,75.0,miniled,3840.0,2160.0,1,60.0,3.0,32.0,1,80.0,croma,2.0
939,940,samsung,1,0,629900,4.75,85.0,miniled,3840.0,2160.0,1,60.0,3.0,32.0,1,82.0,flipkart,2.0
940,941,samsung,1,0,61000,4.7,50.0,qled,3840.0,2160.0,1,20.0,2.0,22.4,1,56.0,flipkart,2.0
941,942,tcl,1,0,66990,4.0,75.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,57.0,amazon,2.0
942,943,samsung,1,0,132490,4.75,75.0,qled,3840.0,2160.0,1,20.0,2.4,22.4,1,67.0,flipkart,1.0
943,944,samsung,1,0,233490,4.7,75.0,qled,3840.0,2160.0,1,40.0,2.6,32.0,1,75.0,croma,3.0
944,945,samsung,1,0,283390,4.05,85.0,qled,3840.0,2160.0,1,20.0,2.8,32.0,1,71.0,croma,2.0
945,946,tcl,1,0,49990,4.0,65.0,led,3840.0,2160.0,1,10.0,2.0,16.0,1,54.0,amazon,1.0
946,947,samsung,1,0,41990,4.1,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,amazon,1.0
947,948,toshiba,0,0,12990,4.5,32.0,qled,1920.0,768.0,1,30.0,3.4,16.0,1,37.0,amazon,2.0
948,949,samsung,0,0,15190,4.75,31.5,led,1920.0,768.0,1,20.0,1.0,16.0,1,37.0,flipkart,1.0
949,950,realme,1,0,22899,4.75,43.0,led,3840.0,2160.0,1,40.0,2.0,32.0,1,47.0,flipkart,2.0
950,951,thomson,1,0,41999,4.0,65.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,55.0,flipkart,2.0
951,952,thomson,1,0,27999,4.65,50.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,52.0,flipkart,2.0
952,953,samsung,1,0,166990,4.05,65.0,miniled,3840.0,2160.0,1,60.0,2.6,32.0,1,75.0,amazon,2.0
953,954,thomson,1,0,30999,4.4,55.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,54.0,flipkart,2.0
954,955,tcl,1,0,54090,4.55,65.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,60.0,flipkart,2.0
955,956,samsung,1,0,41989,4.3,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,53.0,flipkart,1.0
956,957,samsung,1,0,42990,4.55,50.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,1.0
957,958,samsung,1,0,59855,4.35,43.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,58.0,flipkart,2.0
958,959,samsung,1,0,83690,4.75,65.0,qled,3840.0,2160.0,1,20.0,2.2,22.4,1,61.0,croma,1.0
959,960,samsung,1,0,130232,4.25,65.0,qled,3840.0,2160.0,1,20.0,2.4,28.8,1,69.0,flipkart,2.0
960,961,samsung,1,0,44955,4.4,50.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,1.0
961,962,lumio,1,0,32999,4.4,50.0,qled,3840.0,2160.0,1,30.0,3.0,16.0,1,58.0,amazon,3.0
962,963,haier,0,0,17490,4.3,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,37.0,croma,2.0
963,964,uniboom,0,0,5190,4.45,24.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,20.0,flipkart,2.0
964,965,uniboom,0,0,6490,4.0,24.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,31.0,flipkart,2.0
965,966,vu,1,0,86990,4.45,75.0,qled,3840.0,2160.0,1,24.0,3.0,16.0,1,76.0,amazon,2.0
966,967,foxsky,0,0,6399,4.6,24.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,29.0,flipkart,2.0
967,968,reliance,0,1,17490,4.55,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,35.0,flipkart,2.0
968,969,toshiba,1,0,243999,4.5,100.0,qled,3840.0,2160.0,1,60.0,2.4,16.0,1,81.0,flipkart,2.0
969,970,lg,1,0,99990,4.0,55.0,oled,3840.0,2160.0,1,20.0,2.4,28.8,1,74.0,flipkart,2.0
970,971,hyundai,1,0,30402,4.0,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,44.0,flipkart,2.0
971,972,toshiba,1,0,119999,4.2,85.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,70.0,flipkart,2.0
972,973,onida,1,0,27002,4.35,43.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,53.0,flipkart,2.0
973,974,blackdecker,1,0,34999,4.2,55.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,55.0,amazon,2.0
974,975,blackdecker,1,0,24999,4.25,43.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,52.0,amazon,2.0
975,976,reliance,0,1,19990,4.1,43.0,led,1920.0,1080.0,1,24.0,5.0,19.2,1,42.0,flipkart,2.0
976,977,reliance,0,0,13715,4.1,32.0,qled,1920.0,768.0,1,24.0,3.4,16.0,1,36.0,flipkart,2.0
977,978,reliance,0,0,13410,4.45,32.0,led,1920.0,768.0,1,24.0,5.0,16.0,1,36.0,flipkart,2.0
978,979,innoq,0,1,13990,4.05,43.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,34.0,flipkart,2.0
979,980,innoq,0,0,5090,4.55,24.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,20.0,flipkart,2.0
980,981,acer,1,0,145999,4.5,85.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,77.0,amazon,2.0
981,982,acer,1,0,100999,4.35,75.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,73.0,amazon,2.0
982,983,aiwa,1,0,39548,4.75,55.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,55.0,flipkart,2.0
983,984,tseries,0,0,11710,4.7,32.0,qled,1920.0,768.0,0,20.0,5.0,16.0,1,37.0,flipkart,2.0
984,985,onida,0,0,12900,4.5,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,36.0,flipkart,2.0
985,986,haier,1,0,56299,4.1,55.0,qled,3840.0,2160.0,1,30.0,3.0,32.0,1,62.0,flipkart,2.0
986,987,acer,1,0,72999,4.1,55.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,55.0,flipkart,2.0
987,988,coocaa,0,1,29999,4.05,43.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,35.0,flipkart,1.0
988,989,sansui,0,0,12390,4.35,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
989,990,acerpure,1,0,45999,4.7,65.0,qled,3840.0,2160.0,1,24.0,1.8,16.0,1,55.0,flipkart,2.0
990,991,wobble,1,0,32999,4.0,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,48.0,amazon,2.0
991,992,wobble,1,0,28999,4.3,50.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,47.0,amazon,2.0
992,993,sony,1,0,246999,4.5,85.0,led,3840.0,2160.0,1,20.0,2.4,16.0,1,73.0,flipkart,2.0
993,994,bpl,1,0,41074,4.0,50.0,led,3840.0,2160.0,1,32.0,2.0,25.6,1,44.0,flipkart,2.0
994,995,samsung,1,0,29990,4.3,43.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,50.0,amazon,2.0
995,996,marq,0,0,5299,4.0,24.0,led,1920.0,768.0,0,20.0,1.0,16.0,1,18.0,flipkart,2.0
996,997,bazeegar,1,0,20999,4.25,43.0,qled,3840.0,2160.0,1,24.0,3.2,22.4,0,44.0,amazon,2.0
997,998,sony,1,0,143990,4.35,75.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,71.0,amazon,2.0
998,999,wobble,1,0,31999,4.0,50.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,52.0,amazon,2.0
999,1000,skylive,0,0,15681,4.2,40.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,34.0,flipkart,3.0
