,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Spec_Score,Company,usb_port
423,424,toshiba,1,0,44999,4.3,65.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,58.0,amazon,2.0
424,425,hisense,1,0,26999,4.0,50.0,led,3840.0,2160.0,1,30.0,2.0,28.8,1,48.0,amazon,2.0
425,426,xiaomi,1,0,23999,4.4,43.0,led,3840.0,2160.0,1,24.0,2.0,25.6,1,45.0,flipkart,2.0
426,427,toshiba,0,1,19999,4.25,40.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,38.0,flipkart,2.0
427,428,philips,1,0,55999,4.75,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,65.0,amazon,2.0
428,429,toshiba,0,0,13990,4.7,32.0,led,1920.0,768.0,1,20.0,3.4,16.0,1,35.0,amazon,2.0
429,430,nu,1,0,24999,4.55,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,45.0,flipkart,2.0
430,431,nu,1,0,34999,4.55,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,48.0,flipkart,2.0
431,432,nu,0,1,19999,4.0,43.0,led,1920.0,1080.0,1,24.0,5.0,19.2,1,41.0,amazon,2.0
432,433,croma,1,0,52990,4.5,65.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,56.0,croma,2.0
433,434,philips,0,1,13499,4.0,32.0,led,1920.0,768.0,1,24.0,5.0,16.0,1,39.0,amazon,2.0
434,435,coocaa,1,0,40999,4.25,65.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,61.0,amazon,2.0
435,436,coocaa,1,0,26999,4.6,43.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,56.0,amazon,2.0
436,437,sony,1,0,169390,4.2,65.0,miniled,3840.0,2160.0,1,20.0,2.8,38.4,1,77.0,croma,2.0
437,438,lg,1,0,164999,4.1,55.0,oled,3840.0,2160.0,1,60.0,2.8,35.2,1,79.0,flipkart,3.0
438,439,philips,1,0,41999,4.3,55.0,qled,3840.0,2160.0,1,50.0,2.0,16.0,1,58.0,amazon,2.0
439,440,lg,1,0,74590,4.65,65.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,croma,2.0
440,441,xiaomi,1,0,36999,4.45,55.0,qled,3840.0,2160.0,1,34.0,2.0,32.0,1,55.0,flipkart,2.0
441,442,haier,1,0,104999,4.55,55.0,oled,3840.0,2160.0,1,50.0,3.0,32.0,1,78.0,flipkart,2.0
442,443,sony,1,0,367640,4.65,85.0,miniled,3840.0,2160.0,1,20.0,3.0,51.2,1,81.0,amazon,2.0
443,444,sony,1,0,139890,4.7,55.0,miniled,3840.0,2160.0,1,20.0,2.4,38.4,1,75.0,croma,2.0
444,445,kodak,1,0,18999,4.3,43.0,qled,3840.0,2160.0,1,40.0,2.0,22.4,1,44.0,amazon,2.0
445,446,sony,1,0,156990,4.0,65.0,miniled,3840.0,2160.0,1,20.0,2.6,38.4,1,76.0,amazon,2.0
446,447,vu,1,0,63990,4.7,75.0,qled,3840.0,2160.0,1,88.0,2.0,16.0,1,68.0,amazon,2.0
447,448,vu,1,0,37495,4.4,50.0,qled,3840.0,2160.0,1,88.0,2.0,16.0,1,62.0,flipkart,2.0
448,449,haier,0,0,14599,4.3,32.0,led,1920.0,768.0,1,16.0,1.0,16.0,1,31.0,flipkart,2.0
449,450,vu,1,0,49990,4.55,65.0,qled,3840.0,2160.0,1,88.0,2.0,16.0,1,66.0,amazon,2.0
450,451,sony,1,0,241790,4.0,55.0,oled,3840.0,2160.0,1,30.0,2.8,32.0,1,83.0,amazon,2.0
451,452,sony,1,0,129990,4.65,55.0,miniled,3840.0,2160.0,1,20.0,2.4,28.8,1,74.0,amazon,2.0
452,453,sony,1,0,332490,4.05,65.0,oled,3840.0,2160.0,1,30.0,3.0,32.0,1,85.0,amazon,2.0
453,454,coocaa,0,1,15499,4.4,43.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,33.0,flipkart,1.0
454,455,sony,1,0,64590,4.55,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,55.0,amazon,2.0
455,456,blaupunkt,1,0,30999,4.75,55.0,qled,3840.0,2160.0,1,70.0,2.0,16.0,1,54.0,flipkart,2.0
456,457,blaupunkt,1,0,27999,4.3,50.0,qled,3840.0,2160.0,1,50.0,2.0,16.0,1,53.0,flipkart,2.0
457,458,haier,0,1,18999,4.2,32.0,qled,1920.0,1080.0,0,20.0,5.0,19.2,1,37.0,croma,2.0
458,459,hisense,1,0,269999,4.05,100.0,miniled,3840.0,2160.0,1,30.0,3.0,44.8,1,84.0,flipkart,2.0
459,460,hisense,1,0,149999,4.05,85.0,miniled,3840.0,2160.0,1,30.0,3.0,44.8,1,82.0,flipkart,2.0
460,461,hisense,1,0,69999,4.1,75.0,qled,3840.0,2160.0,1,30.0,2.0,25.6,1,71.0,amazon,2.0
461,462,lg,1,0,99990,4.05,75.0,led,3840.0,2160.0,1,20.0,2.8,19.2,1,65.0,croma,2.0
462,463,hisense,1,0,119999,4.1,85.0,qled,3840.0,2160.0,1,30.0,3.0,44.8,1,79.0,amazon,2.0
463,464,beston,1,0,36399,4.25,65.0,qled,3840.0,2160.0,1,35.0,2.0,22.4,1,55.0,flipkart,2.0
464,465,sony,1,0,60990,4.0,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,amazon,2.0
465,466,tcl,1,0,106991,4.25,75.0,miniled,3840.0,2160.0,1,20.0,2.4,38.4,1,76.0,flipkart,2.0
466,467,samsung,1,0,84990,4.75,75.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,60.0,amazon,1.0
467,468,tcl,1,0,99990,4.5,75.0,miniled,3840.0,2160.0,1,20.0,3.0,32.0,1,76.0,amazon,1.0
468,469,lg,1,0,179990,4.25,65.0,oled,3840.0,2160.0,1,40.0,2.8,38.4,1,78.0,flipkart,3.0
469,470,lg,1,0,412290,4.35,77.0,oled,3840.0,2160.0,1,60.0,3.0,32.0,1,81.0,croma,3.0
470,471,sony,1,0,50190,4.35,43.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,51.0,amazon,2.0
471,472,lg,0,0,13599,4.0,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,34.0,croma,1.0
472,473,reliance,1,0,34307,4.7,55.0,led,3840.0,2160.0,1,24.0,2.0,16.0,1,45.0,flipkart,2.0
473,474,tcl,1,0,129990,4.5,85.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,80.0,amazon,2.0
474,475,toshiba,1,0,79999,4.15,75.0,qled,3840.0,2160.0,1,30.0,2.4,16.0,1,72.0,flipkart,2.0
475,476,toshiba,1,0,56999,4.05,65.0,qled,3840.0,2160.0,1,20.0,2.6,16.0,1,68.0,amazon,2.0
476,477,toshiba,1,0,139999,4.3,85.0,qled,3840.0,2160.0,1,50.0,2.2,16.0,1,79.0,flipkart,2.0
477,478,toshiba,1,0,41990,4.5,55.0,qled,3840.0,2160.0,1,20.0,2.6,16.0,1,65.0,amazon,2.0
478,479,lg,1,0,384190,4.45,77.0,oled,3840.0,2160.0,1,40.0,2.8,44.8,1,82.0,croma,3.0
479,480,sony,1,0,125790,4.0,75.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,64.0,croma,2.0
480,481,sony,1,0,86480,4.0,65.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,59.0,amazon,2.0
481,482,tcl,1,0,49990,4.15,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,52.0,croma,1.0
482,483,reliance,0,0,11930,4.5,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,34.0,flipkart,2.0
483,484,tcl,1,0,34990,4.35,50.0,led,3840.0,2160.0,1,10.0,2.0,16.0,1,51.0,croma,1.0
484,485,tcl,1,0,59999,4.35,65.0,qled,3840.0,2160.0,1,36.0,3.0,32.0,1,66.0,flipkart,1.0
485,486,tcl,1,0,74990,4.75,75.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,67.0,amazon,1.0
486,487,samsung,0,1,23750,4.75,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,41.0,amazon,1.0
487,488,sony,1,0,50990,4.15,43.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,52.0,amazon,2.0
488,489,lg,1,0,132990,4.7,75.0,miniled,3840.0,2160.0,1,20.0,3.0,44.8,1,78.0,croma,2.0
489,490,haier,1,0,49090,4.45,55.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,60.0,croma,2.0
490,491,realme,1,0,23999,4.55,43.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,51.0,flipkart,2.0
491,492,iffalcon,1,0,29999,4.7,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,48.0,flipkart,1.0
492,493,haier,1,0,63490,4.5,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,59.0,amazon,2.0
493,494,samsung,1,0,41490,4.1,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,1.0
494,495,croma,1,0,23990,4.25,43.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,46.0,croma,2.0
495,496,samsung,0,0,17498,4.6,32.0,led,1920.0,768.0,0,20.0,2.6,16.0,1,33.0,flipkart,1.0
496,497,haier,1,0,89999,4.5,55.0,miniled,3840.0,2160.0,1,34.0,3.0,32.0,1,73.0,flipkart,2.0
497,498,haier,1,0,34590,4.0,43.0,qled,3840.0,2160.0,1,24.0,2.0,32.0,1,53.0,amazon,2.0
498,499,samsung,1,0,39999,4.65,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,53.0,flipkart,1.0
499,500,samsung,1,0,91990,4.7,75.0,led,3840.0,2160.0,1,20.0,2.4,19.2,1,62.0,croma,1.0
500,501,samsung,1,0,94999,4.0,55.0,miniled,3840.0,2160.0,1,40.0,2.2,25.6,1,70.0,flipkart,2.0
501,502,samsung,1,0,315694,4.55,77.0,oled,3840.0,2160.0,1,40.0,3.2,44.8,1,85.0,croma,2.0
502,503,samsung,0,1,25990,4.75,43.0,led,1920.0,1080.0,0,20.0,1.8,19.2,1,39.0,amazon,1.0
503,504,samsung,1,0,46475,4.25,43.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,2.0
504,505,samsung,1,0,534490,4.1,75.0,miniled,7680.0,4320.0,1,70.0,1.4,19.2,1,83.0,flipkart,2.0
505,506,samsung,1,0,137590,4.65,55.0,miniled,3840.0,2160.0,1,60.0,2.6,32.0,1,75.0,flipkart,2.0
506,507,samsung,1,0,405594,4.5,83.0,oled,3840.0,2160.0,1,40.0,3.2,44.8,1,87.0,croma,2.0
507,508,samsung,1,0,94555,4.65,75.0,led,3840.0,2160.0,1,20.0,2.6,22.4,1,63.0,flipkart,1.0
508,509,samsung,1,0,88990,4.15,75.0,led,3840.0,2160.0,1,20.0,2.6,22.4,1,63.0,flipkart,1.0
509,510,samsung,1,0,61990,4.05,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,58.0,croma,2.0
510,511,samsung,1,0,146999,4.45,75.0,qled,3840.0,2160.0,1,20.0,2.4,28.8,1,67.0,flipkart,2.0
511,512,lg,0,0,16540,4.25,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,34.0,croma,1.0
512,513,samsung,1,0,87703,4.5,65.0,qled,3840.0,2160.0,1,20.0,2.4,16.0,1,62.0,flipkart,2.0
513,514,tcl,1,0,57990,4.65,65.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,66.0,amazon,2.0
514,515,samsung,1,0,59990,4.05,65.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,60.0,flipkart,1.0
515,516,tcl,1,0,34900,4.3,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,49.0,flipkart,1.0
516,517,tcl,1,0,56990,4.25,65.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,65.0,amazon,1.0
517,518,samsung,1,0,242390,4.75,65.0,miniled,7680.0,4320.0,1,70.0,1.4,19.2,1,80.0,flipkart,2.0
518,519,iffalcon,1,0,24999,4.1,43.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,45.0,flipkart,1.0
519,520,iffalcon,1,0,32999,4.3,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,48.0,flipkart,1.0
520,521,samsung,1,0,64190,4.55,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,58.0,flipkart,1.0
521,522,samsung,1,0,46290,4.45,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,croma,1.0
522,523,samsung,1,0,32549,4.15,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,51.0,flipkart,1.0
523,524,samsung,1,0,45199,4.2,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,1.0
524,525,samsung,1,0,48590,4.65,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,1.0
525,526,samsung,1,0,79490,4.5,55.0,qled,3840.0,2160.0,1,20.0,3.0,19.2,1,64.0,flipkart,2.0
526,527,samsung,1,0,77839,4.75,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,58.0,flipkart,1.0
527,528,samsung,1,0,66233,4.35,50.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,61.0,flipkart,2.0
528,529,samsung,1,0,51000,4.6,50.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,1.0
529,530,samsung,1,0,36570,4.1,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,51.0,flipkart,1.0
530,531,lumio,1,0,54999,4.7,55.0,miniled,3840.0,2160.0,1,24.0,3.0,32.0,1,66.0,amazon,2.0
531,532,vw,1,0,55199,4.6,75.0,qled,3840.0,2160.0,1,48.0,2.0,32.0,1,66.0,amazon,2.0
532,533,lumio,1,0,37999,4.25,55.0,qled,3840.0,2160.0,1,30.0,3.0,16.0,1,60.0,amazon,3.0
533,534,samsung,1,0,31490,4.05,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,52.0,amazon,1.0
534,535,samsung,1,0,74990,4.25,65.0,qled,3840.0,2160.0,1,20.0,2.6,22.4,1,63.0,amazon,1.0
535,536,samsung,1,0,40990,4.5,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,56.0,amazon,1.0
536,537,samsung,1,0,38990,4.35,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,amazon,1.0
537,538,samsung,1,0,35990,4.65,43.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,croma,1.0
538,539,acer,1,0,51999,4.6,43.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,55.0,flipkart,2.0
539,540,tcl,0,0,14990,4.0,32.0,qled,1920.0,768.0,1,16.0,1.0,16.0,1,38.0,amazon,1.0
540,541,iffalcon,0,0,13999,4.4,32.0,led,1920.0,768.0,1,16.0,1.0,16.0,1,35.0,flipkart,1.0
541,542,thomson,0,1,13999,4.3,40.0,led,1920.0,1080.0,1,36.0,1.8,19.2,1,35.0,flipkart,2.0
542,543,thomson,0,0,9149,4.0,32.0,led,1920.0,768.0,1,36.0,1.8,16.0,1,31.0,flipkart,2.0
543,544,uniboom,0,1,13990,4.05,43.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,35.0,flipkart,2.0
544,545,uniboom,0,0,7090,4.7,32.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,21.0,flipkart,2.0
545,546,infinix,0,1,13499,4.25,40.0,qled,1920.0,1080.0,1,16.0,2.6,19.2,1,36.0,flipkart,2.0
546,547,croma,1,0,35990,4.05,55.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,47.0,croma,2.0
547,548,onida,1,0,22872,4.0,43.0,led,3840.0,2160.0,1,20.0,3.8,19.2,1,43.0,flipkart,1.0
548,549,lg,0,0,20035,4.6,32.0,led,1920.0,768.0,1,20.0,3.4,16.0,1,38.0,flipkart,1.0
549,550,onida,0,0,12999,4.55,32.0,qled,1920.0,768.0,1,20.0,5.0,16.0,1,40.0,flipkart,2.0
550,551,toshiba,1,0,49999,4.75,65.0,qled,3840.0,2160.0,1,49.0,2.2,16.0,1,66.0,flipkart,2.0
551,552,toshiba,1,0,37999,4.55,55.0,qled,3840.0,2160.0,1,49.0,2.2,16.0,1,63.0,flipkart,2.0
552,553,tcl,1,0,2699999,4.65,115.0,miniled,3840.0,2160.0,1,20.0,3.0,64.0,1,92.0,flipkart,3.0
553,554,blackdecker,1,0,29999,4.05,50.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,54.0,amazon,2.0
554,555,lloyd,0,1,22849,4.2,43.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,37.0,flipkart,2.0
555,556,croma,0,0,8994,4.55,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,35.0,croma,2.0
556,557,reliance,1,0,22990,4.0,43.0,led,3840.0,2160.0,1,24.0,2.0,19.2,1,43.0,flipkart,2.0
557,558,infinix,1,0,26999,4.1,55.0,qled,3840.0,2160.0,1,40.0,2.0,16.0,1,55.0,flipkart,2.0
558,559,acer,1,0,71039,4.75,65.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,69.0,flipkart,2.0
559,560,acer,1,0,99999,4.35,75.0,qled,3840.0,2160.0,1,60.0,3.0,32.0,1,76.0,amazon,2.0
560,561,foxsky,1,0,41999,4.35,65.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,66.0,amazon,2.0
561,562,foxsky,1,0,69999,4.5,75.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,70.0,amazon,2.0
562,563,reliance,1,0,29910,4.7,55.0,qled,3840.0,2160.0,1,24.0,5.0,22.4,1,51.0,flipkart,2.0
563,564,vu,1,0,65490,4.65,65.0,qled,3840.0,2160.0,1,24.0,3.0,16.0,1,74.0,amazon,2.0
564,565,foxsky,1,0,24999,4.55,50.0,qled,3840.0,2160.0,1,30.0,2.0,25.6,1,55.0,flipkart,2.0
565,566,foxsky,1,0,27999,4.45,55.0,qled,3840.0,2160.0,1,30.0,2.0,25.6,1,55.0,flipkart,2.0
566,567,samsung,1,0,74990,4.6,55.0,qled,3840.0,2160.0,1,20.0,2.4,28.8,1,67.0,amazon,2.0
567,568,hisense,0,1,24990,4.5,43.0,led,1920.0,1080.0,1,30.0,2.0,19.2,1,41.0,flipkart,2.0
568,569,acer,0,0,15399,4.3,32.0,qled,1920.0,768.0,1,30.0,5.0,16.0,1,41.0,flipkart,2.0
569,570,acer,1,0,37999,4.1,55.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,63.0,amazon,2.0
570,571,acer,1,0,32499,4.1,50.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,62.0,amazon,2.0
571,572,vu,1,0,27699,4.6,50.0,led,3840.0,2160.0,1,24.0,2.0,16.0,1,55.0,flipkart,2.0
572,573,vu,1,0,28990,4.35,43.0,led,3840.0,2160.0,1,24.0,2.0,16.0,1,53.0,flipkart,2.0
573,574,hisense,0,0,11999,4.2,32.0,led,1920.0,768.0,1,30.0,4.2,16.0,1,36.0,amazon,2.0
574,575,xiaomi,1,0,70999,4.6,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,68.0,amazon,2.0
575,576,realme,1,0,24999,4.3,55.0,led,3840.0,2160.0,1,40.0,2.0,16.0,1,48.0,flipkart,2.0
576,577,realme,1,0,24399,4.75,43.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,46.0,flipkart,2.0
577,578,realme,1,0,37799,4.25,65.0,qled,3840.0,2160.0,1,44.0,2.0,16.0,1,57.0,flipkart,2.0
578,579,xiaomi,1,0,34099,4.4,55.0,led,3840.0,2160.0,1,30.0,2.0,19.2,1,52.0,flipkart,2.0
579,580,infinix,0,0,8399,4.05,31.89,led,1920.0,768.0,1,16.0,1.0,16.0,1,31.0,flipkart,1.0
580,581,samsung,1,0,45990,4.2,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,amazon,2.0
581,582,sony,1,0,280990,4.4,65.0,oled,3840.0,2160.0,1,40.0,2.8,32.0,1,85.0,croma,2.0
582,583,sony,1,0,356990,4.3,75.0,qled,3840.0,2160.0,1,50.0,3.0,32.0,1,84.0,amazon,2.0
583,584,sony,1,0,469990,4.35,85.0,qled,3840.0,2160.0,1,50.0,3.0,32.0,1,86.0,amazon,2.0
584,585,wobble,0,0,13999,4.25,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,37.0,amazon,2.0
585,586,sony,1,0,72699,4.65,50.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,62.0,flipkart,2.0
586,587,sony,1,0,140990,4.75,75.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,70.0,amazon,2.0
587,588,hisense,1,0,59999,4.65,65.0,qled,3840.0,2160.0,1,24.0,2.2,22.4,1,66.0,flipkart,2.0
588,589,kodak,0,0,10499,4.55,32.0,qled,1920.0,768.0,1,48.0,1.0,16.0,1,42.0,flipkart,2.0
589,590,haier,0,1,47378,4.65,43.0,led,1920.0,1080.0,1,20.0,5.0,19.2,1,43.0,flipkart,2.0
590,591,thomson,0,0,10499,4.3,32.0,qled,1920.0,768.0,1,48.0,1.0,16.0,1,40.0,flipkart,2.0
591,592,sony,1,0,75990,4.1,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,61.0,amazon,2.0
592,593,sony,0,0,28990,4.25,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,42.0,amazon,2.0
593,594,hisense,1,0,43999,4.6,65.0,led,3840.0,2160.0,1,24.0,2.0,16.0,1,58.0,flipkart,2.0
594,595,sony,0,0,28490,4.6,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,40.0,amazon,2.0
595,596,sony,1,0,48999,4.5,50.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,53.0,flipkart,2.0
596,597,sony,1,0,206990,4.7,65.0,miniled,3840.0,2160.0,1,40.0,2.8,32.0,1,81.0,flipkart,2.0
597,598,samsung,1,0,271890,4.2,98.0,led,3840.0,2160.0,1,20.0,2.4,28.8,1,74.0,croma,2.0
598,599,hisense,1,0,32265,4.65,55.0,qled,3840.0,2160.0,1,24.0,2.0,19.2,1,59.0,amazon,2.0
599,600,toshiba,1,0,128999,4.5,85.0,qled,3840.0,2160.0,1,36.0,2.8,32.0,1,76.0,amazon,2.0
600,601,hisense,1,0,22999,4.35,43.0,led,3840.0,2160.0,1,24.0,2.0,16.0,1,53.0,flipkart,2.0
601,602,croma,0,0,5990,4.0,24.0,led,1920.0,768.0,0,12.0,1.8,16.0,1,18.0,croma,2.0
602,603,croma,1,0,64994,4.5,75.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,59.0,croma,2.0
603,604,hisense,1,0,52910,4.4,65.0,qled,3840.0,2160.0,1,20.0,2.4,28.8,1,67.0,flipkart,2.0
604,605,redmi,0,0,13999,4.3,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,32.0,croma,2.0
605,606,hisense,1,0,85250,4.0,75.0,qled,3840.0,2160.0,1,30.0,2.4,25.6,1,74.0,flipkart,2.0
606,607,iffalcon,0,0,19990,4.5,32.0,led,1920.0,768.0,1,16.0,1.0,16.0,1,37.0,flipkart,1.0
607,608,samsung,1,0,56990,4.35,55.0,qled,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,croma,2.0
608,609,toshiba,1,0,39599,4.75,55.0,qled,3840.0,2160.0,1,24.0,2.2,28.8,1,62.0,croma,2.0
609,610,sony,1,0,69999,4.25,65.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,62.0,flipkart,2.0
610,611,tcl,1,0,166990,4.65,65.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,65.0,flipkart,1.0
611,612,lg,1,0,64494,4.35,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,croma,2.0
612,613,lg,1,0,42994,4.25,55.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,52.0,croma,2.0
613,614,tcl,1,0,121990,4.6,55.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,58.0,flipkart,1.0
614,615,lg,1,0,169999,4.15,65.0,oled,3840.0,2160.0,1,40.0,2.8,44.8,1,81.0,flipkart,3.0
615,616,tcl,1,0,119999,4.55,75.0,qled,3840.0,2160.0,1,35.0,2.0,16.0,1,66.0,flipkart,2.0
616,617,motorola,1,0,55998,4.75,65.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,61.0,flipkart,2.0
617,618,tcl,0,1,11990,4.55,32.0,led,1920.0,1080.0,1,24.0,1.0,19.2,1,35.0,croma,1.0
618,619,motorola,1,0,35499,4.35,55.0,miniled,3840.0,2160.0,1,20.0,2.0,16.0,1,58.0,flipkart,2.0
619,620,tcl,1,0,26199,4.3,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,52.0,croma,1.0
620,621,tcl,1,0,34999,4.75,55.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,60.0,flipkart,1.0
621,622,samsung,1,0,719990,4.65,75.0,qled,7680.0,4320.0,1,70.0,1.4,19.2,1,84.0,amazon,3.0
622,623,samsung,1,0,75499,4.4,50.0,qled,3840.0,2160.0,1,40.0,2.2,28.8,1,66.0,croma,2.0
623,624,samsung,1,0,69990,4.0,65.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,flipkart,1.0
624,625,samsung,1,0,499990,4.3,77.0,oled,3840.0,2160.0,1,70.0,3.0,41.6,1,85.0,amazon,3.0
625,626,samsung,1,0,57990,4.05,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,croma,1.0
626,627,samsung,1,0,37999,4.55,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,1.0
627,628,samsung,1,0,38499,4.15,55.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,1.0
628,629,samsung,1,0,35018,4.05,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,50.0,flipkart,1.0
629,630,samsung,1,0,99990,4.75,65.0,qled,3840.0,2160.0,1,20.0,2.2,19.2,1,66.0,flipkart,2.0
630,631,samsung,1,0,99990,4.1,75.0,led,3840.0,2160.0,1,20.0,2.6,16.0,1,63.0,flipkart,2.0
631,632,samsung,1,0,50421,4.7,50.0,qled,3840.0,2160.0,1,20.0,2.0,22.4,1,56.0,flipkart,2.0
632,633,lloyd,1,0,28255,4.3,43.0,led,3840.0,2160.0,1,24.0,2.6,19.2,1,43.0,flipkart,2.0
633,634,samsung,1,0,36990,4.7,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,53.0,flipkart,1.0
634,635,samsung,1,0,61990,4.25,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,59.0,flipkart,2.0
635,636,kodak,0,1,14499,4.75,43.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,33.0,flipkart,2.0
636,637,bpl,1,0,24999,4.15,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,47.0,flipkart,2.0
637,638,lg,1,0,57394,4.65,55.0,qned,3840.0,2160.0,1,20.0,2.0,19.2,1,61.0,croma,2.0
638,639,bpl,0,0,12774,4.05,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
639,640,samsung,0,1,22499,4.75,43.0,led,1920.0,1080.0,1,20.0,2.4,19.2,1,36.0,flipkart,1.0
640,641,foxsky,1,0,36999,4.45,65.0,led,3840.0,2160.0,1,30.0,1.8,25.6,1,42.0,flipkart,2.0
