,index,brand,ultra_hd,full_hd,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category,Price
416,417,31.0,0,0,4.35,32.0,6.0,1,16.0,0.0141294127703222,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.367344120785848
417,418,19.0,1,0,4.7,75.0,2.0,1,32.0,0.0040957727967542,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,11.156250521031495
418,419,46.0,1,0,4.25,75.0,4.0,1,16.0,0.0031316119117043,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,11.461632170582678
419,420,19.0,1,0,4.45,65.0,6.0,1,32.0,0.0056071121422428,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,10.819778284410283
420,421,24.0,0,0,4.75,32.0,6.0,1,16.0,0.0149555146951455,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,9.121509158269568
421,422,24.0,0,1,4.4,40.0,6.0,1,19.2,0.0110007857704121,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,9.546812608597396
422,423,24.0,0,0,4.6,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,9.121509158269568
423,424,47.0,1,0,4.3,65.0,2.0,1,16.0,0.005542345385453,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.714417768752456
424,425,17.0,1,0,4.0,50.0,2.0,1,28.8,0.0071113744953516,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,10.203592144986466
425,426,56.0,1,0,4.4,43.0,2.0,1,25.6,0.0082503437643235,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.085809109330082
426,427,47.0,0,1,4.25,40.0,2.0,1,19.2,0.0080754037701885,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.903487552536127
427,428,36.0,1,0,4.75,65.0,6.0,1,32.0,0.0055134913123448,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.933106969717286
428,429,47.0,0,0,4.7,32.0,2.0,1,16.0,0.0117583988563259,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,9.546169544733283
429,430,33.0,1,0,4.55,43.0,2.0,1,19.2,0.0081903276131045,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,10.126631103850338
430,431,33.0,1,0,4.55,55.0,2.0,1,22.4,0.0062401782908083,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,10.46310334047155
431,432,33.0,0,1,4.0,43.0,2.0,1,19.2,0.008200410020501,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,9.903487552536127
432,433,13.0,1,0,4.5,65.0,2.0,1,32.0,0.0047556142668428,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,10.87787736679393
433,434,36.0,0,1,4.0,32.0,2.0,1,16.0,0.0115564115860434,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,9.51044496442652
434,435,12.0,1,0,4.25,65.0,6.0,1,32.0,0.0063233249591453,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,10.621327345686446
435,436,12.0,1,0,4.6,43.0,6.0,1,32.0,0.0095410941145968,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,10.203592144986466
436,437,44.0,1,0,4.2,65.0,4.0,1,38.4,0.0019092036129641,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,12.03996493109922
437,438,26.0,1,0,4.1,55.0,5.0,1,35.2,0.0019630422002557,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.013700752882718
438,439,36.0,1,0,4.3,55.0,6.0,1,16.0,0.0059382366246815,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.645424897265505
439,440,26.0,1,0,4.65,65.0,2.0,1,25.6,0.0035534253921437,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.219775135482212
440,441,56.0,1,0,4.45,55.0,6.0,1,32.0,0.0066150436498283,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,10.51867319162636
441,442,16.0,1,0,4.55,55.0,5.0,1,32.0,0.0033800321907827,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,11.56171562913966
442,443,44.0,1,0,4.65,77.0,4.0,1,44.8,0.0015422524797397,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
443,444,44.0,1,0,4.7,55.0,4.0,1,38.4,0.0025198370147973,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.848618826918727
444,445,24.0,1,0,4.3,43.0,6.0,1,22.4,0.0099584188641507,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,9.852194258148575
445,446,44.0,1,0,4.0,65.0,4.0,1,38.4,0.0019364290719154,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.963943757846549
446,447,50.0,1,0,4.7,75.0,6.0,1,16.0,0.0049945303953742,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,11.066497727453186
447,448,50.0,1,0,4.4,50.0,6.0,1,16.0,0.0072756367515668,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,10.531989539602542
448,449,16.0,0,0,4.3,32.0,2.0,1,16.0,0.0091307623809849,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.588776807696428
449,450,50.0,1,0,4.55,65.0,6.0,1,16.0,0.006007201440288,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,10.819598268208338
450,451,44.0,1,0,4.0,55.0,5.0,1,32.0,0.0015422524797397,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,12.345797413264954
451,452,44.0,1,0,4.65,55.0,4.0,1,28.8,0.002647126702054,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.775220496271928
452,453,44.0,1,0,4.05,65.0,5.0,1,32.0,0.0015422524797397,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,12.345797413264954
453,454,12.0,0,1,4.4,43.0,2.0,1,19.2,0.0093683463449254,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,9.64859530290734
454,455,44.0,1,0,4.55,50.0,2.0,1,16.0,0.003874438767611,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.075830361179468
455,456,8.0,1,0,4.75,55.0,6.0,1,16.0,0.0082744604664666,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,10.341742483467284
456,457,8.0,1,0,4.3,50.0,6.0,1,16.0,0.0081395764134433,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,10.23995978915734
457,458,16.0,0,1,4.2,32.0,6.0,0,19.2,0.0081793778619927,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,9.852194258148575
458,459,17.0,1,0,4.05,77.0,4.0,1,44.8,0.0015422524797397,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
459,460,17.0,1,0,4.05,77.0,4.0,1,44.8,0.0022140147600984,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,11.918390573078392
460,461,17.0,1,0,4.1,75.0,6.0,1,25.6,0.0041586308375833,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.156250521031495
461,462,26.0,1,0,4.05,75.0,2.0,1,19.2,0.0026327632763276,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,11.512835460919986
462,463,17.0,1,0,4.1,77.0,6.0,1,44.8,0.0026991891599096,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,11.695247021764184
463,464,6.0,1,0,4.25,65.0,6.0,1,22.4,0.0064218797219703,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.502324053624832
464,465,44.0,1,0,4.0,50.0,2.0,1,19.2,0.0036071487129037,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.0184815912866
465,466,45.0,1,0,4.25,75.0,4.0,1,38.4,0.0030189455187819,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.58050934429376
466,467,41.0,1,0,4.75,75.0,2.0,1,22.4,0.0033533356865513,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.35030064751358
467,468,45.0,1,0,4.5,75.0,4.0,1,32.0,0.0034203420342034,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.512835460919986
468,469,26.0,1,0,4.25,65.0,5.0,1,38.4,0.0018417689871659,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.100662128622306
469,470,26.0,1,0,4.35,77.0,5.0,1,32.0,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.345797413264954
470,471,44.0,1,0,4.35,43.0,2.0,1,16.0,0.0044202032277346,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.8235910067382
471,472,26.0,0,0,4.0,32.0,2.0,1,16.0,0.0100007353481873,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.517825071724143
472,473,39.0,1,0,4.7,55.0,2.0,1,16.0,0.0061649226105459,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.443133842110312
473,474,45.0,1,0,4.5,77.0,6.0,1,32.0,0.0027694438033694,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,11.775220496271928
474,475,47.0,1,0,4.15,75.0,6.0,1,16.0,0.0037350466880836,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.289781913656018
475,476,47.0,1,0,4.05,65.0,6.0,1,16.0,0.0048316637133984,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,10.950806546816688
476,477,47.0,1,0,4.3,77.0,6.0,1,16.0,0.002426445903185,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,11.84939770159144
477,478,47.0,1,0,4.5,55.0,6.0,1,16.0,0.0069659442724458,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.645210588588755
478,479,26.0,1,0,4.45,77.0,5.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.345797413264954
479,480,44.0,1,0,4.0,75.0,2.0,1,16.0,0.0020351379282931,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.742377078558851
480,481,44.0,1,0,4.0,65.0,2.0,1,16.0,0.0027289546716003,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.367680015613487
481,482,45.0,1,0,4.15,65.0,2.0,1,19.2,0.0043168633726745,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.819598268208338
482,483,39.0,0,0,4.5,32.0,2.0,1,16.0,0.0128248113998323,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,9.3868953338758
483,484,45.0,1,0,4.35,50.0,2.0,1,16.0,0.0063403829665618,3.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,10.462846164547514
484,485,45.0,1,0,4.35,65.0,6.0,1,32.0,0.0047850797513291,3.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,11.002099841204238
485,486,45.0,1,0,4.75,75.0,6.0,1,16.0,0.0042438991865582,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.225123385317872
486,487,41.0,0,1,4.75,43.0,2.0,1,19.2,0.0082,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,10.075379913839544
487,488,44.0,1,0,4.15,43.0,2.0,1,16.0,0.004232202392626,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.839404425545462
488,489,26.0,1,0,4.7,75.0,4.0,1,44.8,0.0027565982404692,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.798036735741295
489,490,16.0,1,0,4.45,55.0,6.0,1,32.0,0.0054389896109187,4.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.801430997592224
490,491,37.0,1,0,4.55,43.0,6.0,1,32.0,0.00966915288137,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,10.085809109330082
491,492,19.0,1,0,4.7,50.0,2.0,1,16.0,0.0075202506750225,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,10.308952660644293
492,493,16.0,1,0,4.5,65.0,6.0,1,32.0,0.0041817609072294,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,11.05865344255235
493,494,41.0,1,0,4.1,55.0,2.0,1,22.4,0.0053362255965292,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.63323181522976
494,495,13.0,1,0,4.25,43.0,2.0,1,32.0,0.0081492288453522,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,10.085434039
495,496,41.0,0,0,4.6,32.0,2.0,0,16.0,0.0086752771745342,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.769899015421748
496,497,16.0,1,0,4.5,55.0,4.0,1,32.0,0.0036500405560061,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,11.407564949312402
497,498,16.0,1,0,4.0,43.0,6.0,1,32.0,0.0061289389997108,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.451348811602948
498,499,41.0,1,0,4.65,50.0,2.0,1,19.2,0.0061614040351008,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.596634733096073
499,500,41.0,1,0,4.7,75.0,2.0,1,19.2,0.0031677356234373,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.429446025158937
500,501,41.0,1,0,4.0,55.0,4.0,1,25.6,0.0029473994463099,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.461632170582678
501,502,41.0,1,0,4.55,77.0,5.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.345797413264954
502,503,41.0,0,1,4.75,43.0,2.0,0,19.2,0.007127741439015,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,10.165505603232392
503,504,41.0,1,0,4.25,43.0,6.0,1,19.2,0.0050295857988165,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.746691329302752
504,505,41.0,1,0,4.1,75.0,4.0,1,19.2,0.0015422524797397,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,12.345797413264954
505,506,41.0,1,0,4.65,55.0,4.0,1,32.0,0.0025347045570172,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.832040795365506
506,507,41.0,1,0,4.5,77.0,5.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,12.345797413264954
507,508,41.0,1,0,4.65,75.0,2.0,1,22.4,0.0030981968166675,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.456947530560772
508,509,41.0,1,0,4.15,75.0,2.0,1,22.4,0.0029379705584897,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.396290520005437
509,510,41.0,1,0,4.05,55.0,6.0,1,19.2,0.0037893208582029,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.034744492199986
510,511,41.0,1,0,4.45,75.0,6.0,1,28.8,0.0020282450901026,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.898187865760873
511,512,26.0,0,0,4.25,32.0,2.0,1,16.0,0.0087363966142684,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.713597426242222
512,513,41.0,1,0,4.5,65.0,6.0,1,16.0,0.0031811910652999,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.381722787354375
513,514,45.0,1,0,4.65,65.0,6.0,1,32.0,0.0052922917744438,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,10.968043105074278
514,515,41.0,1,0,4.05,65.0,2.0,1,22.4,0.0040506751125187,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.001949829953112
515,516,45.0,1,0,4.3,55.0,2.0,1,22.4,0.0060372492836676,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,10.460270761075147
516,517,45.0,1,0,4.25,65.0,6.0,1,16.0,0.004847341638884,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.950648639613158
517,518,41.0,1,0,4.75,65.0,4.0,1,19.2,0.0015677214406534,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,12.345797413264954
518,519,19.0,1,0,4.1,43.0,2.0,1,16.0,0.0073802952118084,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.126631103850338
519,520,19.0,1,0,4.3,55.0,2.0,1,16.0,0.0062547349919694,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,10.404262840448617
520,521,41.0,1,0,4.55,65.0,2.0,1,22.4,0.0041112322791712,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.06961829293506
521,522,41.0,1,0,4.45,55.0,2.0,1,22.4,0.0051911860012961,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.742702836729976
522,523,41.0,1,0,4.15,43.0,2.0,1,22.4,0.006502503917171,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.390532647636716
523,524,41.0,1,0,4.2,55.0,2.0,1,19.2,0.0051107325383304,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.718852365820323
524,525,41.0,1,0,4.65,55.0,2.0,1,19.2,0.0052634286890306,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.791193607554506
525,526,41.0,1,0,4.5,55.0,6.0,1,19.2,0.0036230972449364,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,11.283399086686796
526,527,41.0,1,0,4.75,65.0,2.0,1,22.4,0.0035393568776577,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.262410716859886
527,528,41.0,1,0,4.35,50.0,6.0,1,19.2,0.0040063110534023,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.100949205246406
528,529,41.0,1,0,4.6,50.0,2.0,1,22.4,0.0048705882352941,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.839600519357369
529,530,41.0,1,0,4.1,43.0,2.0,1,22.4,0.0057178014766201,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.50701085558772
530,531,28.0,1,0,4.7,55.0,4.0,1,32.0,0.005640102547319,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,10.915088464214609
531,532,51.0,1,0,4.6,75.0,6.0,1,32.0,0.0055000996394862,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.918718232265189
532,533,28.0,1,0,4.25,55.0,6.0,1,16.0,0.0067107029132345,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,10.545341438708522
533,534,41.0,1,0,4.05,43.0,2.0,1,19.2,0.0066878374087011,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.357457069703909
534,535,41.0,1,0,4.25,65.0,6.0,1,22.4,0.0035704760634751,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.225123385317872
535,536,41.0,1,0,4.5,55.0,2.0,1,19.2,0.0061478409368138,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.621107809394994
536,537,41.0,1,0,4.35,50.0,2.0,1,19.2,0.0061361887663503,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.571086129249698
537,538,41.0,1,0,4.65,43.0,6.0,1,19.2,0.0071061405946096,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.491024186183038
538,539,0.0,1,0,4.6,43.0,6.0,1,16.0,0.0048654781822727,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.858998997563564
539,540,45.0,0,0,4.0,32.0,6.0,1,16.0,0.010140093395597,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.615205300012317
540,541,19.0,0,0,4.4,32.0,2.0,1,16.0,0.0110007857704121,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.546812608597396
541,542,46.0,0,1,4.3,40.0,2.0,1,19.2,0.0107507679119937,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,9.546812608597396
542,543,46.0,0,0,4.0,32.0,2.0,1,16.0,0.0135533938135315,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.121509158269568
543,544,49.0,0,1,4.05,43.0,2.0,1,19.2,0.0101322373123659,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,9.546169544733283
544,545,49.0,0,0,4.7,32.0,2.0,0,16.0,0.0139210155148095,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
545,546,21.0,0,1,4.25,40.0,6.0,1,19.2,0.0113341729016964,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,9.51044496442652
546,547,13.0,1,0,4.05,55.0,2.0,1,25.6,0.0052889691580994,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.491024186183038
547,548,34.0,1,0,4.0,43.0,2.0,1,19.2,0.0075201119272472,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,10.03771245462736
548,549,26.0,0,0,4.6,32.0,2.0,1,16.0,0.0087247317194908,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,9.905285934477508
549,550,34.0,0,0,4.55,32.0,6.0,1,16.0,0.0140010770059235,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,9.472704636443671
550,551,47.0,1,0,4.75,65.0,6.0,1,16.0,0.006270125402508,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.819778284410283
551,552,47.0,1,0,4.55,55.0,6.0,1,16.0,0.007543619568936,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.545341438708522
552,553,45.0,1,0,4.65,77.0,4.0,1,44.8,0.0015422524797397,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
553,554,7.0,1,0,4.05,50.0,2.0,1,16.0,0.0072902430081002,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,10.308952660644293
554,555,27.0,0,1,4.2,43.0,2.0,1,19.2,0.0068011729178519,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,10.036706396322352
555,556,13.0,0,0,4.55,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,9.121509158269568
